"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","DE"
"D6Ertd527e",124.416280317257,3.53616372428323,0.484285231749748,7.30182027543331,2.83900335580323e-13,5.33732630891007e-09,1
"Rasd2",362.466977395338,2.72478696667204,0.390146193602241,6.9840152521134,2.86860900495134e-12,1.44824952865842e-08,1
"Stac",475.785314603723,1.54811874092173,0.221985555296556,6.97396161139205,3.08138197586898e-12,1.44824952865842e-08,1
"Dhfr",1291.07098711532,1.58188474190755,0.224822795080858,7.03614035818132,1.97637857862303e-12,1.44824952865842e-08,1
"Plaur",3221.31979576021,1.98811451118616,0.301622222778368,6.59140594109016,4.35680811872807e-11,1.36513321053479e-07,1
"Kif23",386.557493243188,1.48502367180045,0.225156455819579,6.59551895323142,4.23770892237883e-11,1.36513321053479e-07,1
"Tmem236",59.8537311654917,2.74456448841462,0.431643851652046,6.35840051447566,2.03865351035976e-10,4.79083574934544e-07,1
"Hmox1",83492.81498306,1.09277340783787,0.171374221761347,6.37653316004349,1.81141544052501e-10,4.79083574934544e-07,1
"Acer2",432.055464863948,1.08191838199294,0.179828575669229,6.01638742878656,1.78352423527367e-09,3.35302556231449e-06,1
"Plk2",10367.016619851,1.65640307060188,0.274768387511186,6.02836114301705,1.65630613883004e-09,3.35302556231449e-06,1
"Lsmem1",70.8455554316062,2.93029955010173,0.490682507721269,5.97188508657065,2.34527708530103e-09,3.95053144132299e-06,1
"Cdsn",136.331629552626,1.37428375677892,0.230582608947245,5.96004947230581,2.52161581361042e-09,3.95053144132299e-06,1
"Krt16",41.3523403091989,4.92883617847719,0.831018912754375,5.93107581888934,3.00956191783048e-09,4.35228954270869e-06,1
"Dock8",752.142184689108,-0.948442237789505,0.161249898510135,-5.88181602935952,4.05789241573048e-09,5.4491698154095e-06,-1
"Ccdc78",472.585414952205,-1.01058253329307,0.172354042572514,-5.8634106761255,4.53454832586571e-09,5.68330056841835e-06,-1
"Syt4",247.195302677733,1.62930192276229,0.279178469331123,5.83605865690824,5.34500855716172e-09,6.28038505466503e-06,1
"Fam107a",6041.44011408784,-1.02457213841981,0.176256760252208,-5.81295229160992,6.13805590544786e-09,6.51154097030672e-06,-1
"Mafa",68.4249820728,2.53413249879037,0.436141547905234,5.81034416684603,6.23445412050643e-09,6.51154097030672e-06,1
"Gdf15",1616.46355639404,2.13079513216865,0.371760259581608,5.73163773493897,9.94655314878261e-09,9.84185258932174e-06,1
"Trib3",2091.97370081767,1.72860702035041,0.302532280832072,5.71379363417391,1.10484972114675e-08,9.89103559883753e-06,1
"Atg9b",582.21728323703,0.850235323045279,0.148792413024486,5.71423841957157,1.10196411001314e-08,9.89103559883753e-06,1
"Nr1d1",11917.0369313819,1.13516913905624,0.199284458774709,5.69622511477197,1.22489124484903e-08,1.04672524559827e-05,1
"Arhgef3",2978.70523613263,1.20969798466702,0.21668073096258,5.58285907239224,2.36596458154374e-08,1.9339188753488e-05,1
"Artn",816.658274628463,1.48061732735374,0.265588833722372,5.57484780742505,2.47746359755669e-08,1.94067981808608e-05,1
"2410006H16Rik",5569.02376576493,1.01824856936336,0.182923885917301,5.56651507952171,2.598843010766e-08,1.95432994409603e-05,1
"Atp8b1",322.339899295737,1.90876947594038,0.346559055424387,5.50777550337835,3.63396418418566e-08,2.62763564087271e-05,1
"Ankrd33b",3642.91363713174,2.02405545999769,0.368438406589703,5.49360605136832,3.93808437847372e-08,2.74207356723355e-05,1
"Slc6a9",6123.72914027155,0.761373364328883,0.138994420127609,5.477726110371,4.30826298677472e-08,2.7929429017712e-05,1
"Ptchd1",1143.6170087792,1.33064289714707,0.242841149315224,5.47947866701867,4.26580875054428e-08,2.7929429017712e-05,1
"Snhg1",1985.49748208754,1.29268819541238,0.236817318835543,5.45858808709036,4.79935743782454e-08,3.00759732770338e-05,1
"Tgif1",15704.8136558593,1.14815987062473,0.211435707896947,5.43030258249633,5.62585829368976e-08,3.41181083617314e-05,1
"Zfp180",4019.49955842834,0.674873845764198,0.124451370053901,5.42279161307669,5.86753818758749e-08,3.44717868520765e-05,1
"Pvr",11437.7129170218,1.64160087941463,0.304437153370544,5.3922488147055,6.95813276418159e-08,3.96402715050345e-05,1
"Txnrd1",141869.698197451,1.08773483000855,0.203418551513366,5.34727448365041,8.92885567845601e-08,4.93713196338156e-05,1
"Mthfd2",5825.01407819884,1.33173021478696,0.250310906416926,5.32030439204589,1.03593778318005e-07,4.99375136507305e-05,1
"Kcnc1",489.694128024052,-0.79767044882863,0.149458481619314,-5.33707047058312,9.44603339219714e-08,4.99375136507305e-05,-1
"Snhg5",1522.77620941584,0.955279895766171,0.17934289706806,5.32655550558908,1.00092703114171e-07,4.99375136507305e-05,1
"Mthfd1l",3109.02268435233,0.732442887172132,0.137350498691895,5.33265546283271,9.67868447837251e-08,4.99375136507305e-05,1
"Sqstm1",181161.403156,1.05470507157997,0.198104111230887,5.3239938587177,1.01513335090311e-07,4.99375136507305e-05,1
"Ascl1",233.958210043969,-1.35077987865775,0.254535773616705,-5.30683706837937,1.11543797434063e-07,5.11469119941559e-05,-1
"Rai14",9671.75090484801,0.82551430510608,0.15555581500815,5.30686882430481,1.11524374501759e-07,5.11469119941559e-05,1
"Lvrn",40.5122051110147,2.32980374020751,0.441206893568865,5.28052433941373,1.28814710173183e-07,5.76599178870439e-05,1
