"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","DE"
"VEGFA",3366.88006254467,2.91108408478797,0.331545150194249,8.78035490213745,1.62959620837891e-18,1.37410386370872e-15,1
"KDM7A",1409.755590991,1.16418848990849,0.133288160735412,8.73437283165385,2.45011728907651e-18,1.97989894601458e-15,1
"ASPH",3088.70814613131,1.28167327063653,0.148345756606589,8.63977035781019,5.6326122702919e-18,4.36955529480164e-15,1
"P4HA2",2280.01418627337,1.29674714307818,0.154079530081504,8.41608968038931,3.89259361735776e-17,2.90357540827063e-14,1
"NFIL3",2268.59428742602,0.945789413595669,0.113641332918143,8.3225828957579,8.6066889509542e-17,6.18215279684466e-14,1
"ARAP3",284.121317637451,1.59631274445677,0.19473149382114,8.19750679837627,2.45423932902735e-16,1.69991134096987e-13,1
"DUSP9",984.136070847245,1.26623026527361,0.155104297337167,8.16373425502885,3.24823099624373e-16,2.17228248072934e-13,1
"UAP1L1",785.961839540775,1.22985670463905,0.151524842491148,8.11653511344777,4.79681975403145e-16,3.10098407698953e-13,1
"RNF122",517.964288105921,1.19851541489114,0.148903706772769,8.04892934411703,8.35214453632668e-16,5.22520939153289e-13,1
"PGK1",32419.836538739,1.0252711902658,0.129769690514764,7.90069843118843,2.77344929495996e-15,1.68088361332667e-12,1
"ZNF395",1407.39698944461,1.28343932220276,0.163121935853945,7.86797505488113,3.60427421842202e-15,2.11822103612353e-12,1
"DDX3Y",4406.24732864207,1.04009573185575,0.13251902780896,7.84865199400009,4.20532747059514e-15,2.3987682636683e-12,1
"HK2",4342.86567314627,4.55864566433237,0.584808191998272,7.79511252870041,6.4351105885571e-15,3.46673707651323e-12,1
"RAB20",110.29573322303,2.95529966797859,0.37900315838009,7.79755947314511,6.31158942354349e-15,3.46673707651323e-12,1
"PTPRU",4687.24059057529,0.695847495234312,0.0899398097564424,7.73681306552317,1.01939770756054e-14,5.34329706498087e-12,1
"SMAD9",2571.1435826139,0.916566754834613,0.119261861066756,7.68532996748699,1.52603159911924e-14,7.78838337718911e-12,1
"RND1",958.999235876362,1.06180353259606,0.138613588755988,7.66016912285012,1.85688393456125e-14,9.23395051971304e-12,1
"PDK1",3928.02609676628,2.33133545285707,0.304592419981011,7.65395098473695,1.94896588836317e-14,9.44956110972884e-12,1
"TMEM45A",548.19693471302,1.33501281186042,0.174595536780157,7.64631694761714,2.06817528671022e-14,9.78297353913611e-12,1
"MAFB",1269.3068466238,0.96264331186138,0.126408092182888,7.61536144749831,2.62954575444557e-14,1.21422405623137e-11,1
"HMGB2",352.378851347961,1.88109193634441,0.247431284493883,7.60248220103677,2.90503943707198e-14,1.31024034517614e-11,1
"ENO1",43698.572286418,1.01516736251931,0.134005606001143,7.57555890990597,3.57584802079492e-14,1.57613628443856e-11,1
"PPFIA4",8719.98988410595,0.809122658112572,0.106990828734768,7.56254220741106,3.95266796544159e-14,1.67637569979303e-11,1
"CDH3",803.082315093406,0.940765984914177,0.124410780020385,7.56177225767759,3.97614118750537e-14,1.67637569979303e-11,1
"PDK3",3078.51315553234,1.02570342605678,0.137175389169921,7.47731376789631,7.5857152403659e-14,3.13015662492885e-11,1
"WDR45B",8855.54781393951,1.06108255178454,0.142587119402997,7.44164379101861,9.94400632932254e-14,4.01779289064336e-11,1
"ITGB3",223.803401962226,1.48516769416129,0.200676155602749,7.40081794820347,1.35348184110859e-13,5.35702588295103e-11,1
"ANG",137.818429530781,2.70979824739853,0.366294421988397,7.39786926781093,1.38386988262559e-13,5.36775450072813e-11,1
"GADD45B",476.533561394989,1.59866601248803,0.216681125943716,7.37796614968345,1.60725816796798e-13,6.11199311952372e-11,1
"SAP30",311.432268330725,1.57812295369161,0.217597377225907,7.25249069547939,4.09176362914182e-13,1.5260704581457e-10,1
"NAB2",2143.95074034127,0.861137838797523,0.119525544312719,7.20463432104935,5.81998263014017e-13,2.12967439865922e-10,1
"PTPRB",544.62923580843,-1.05532776589289,0.146939964733327,-7.18203361357913,6.86820288330307e-13,2.46670234664407e-10,-1
"NAMPT",3589.52211626229,1.10729875954911,0.154233808275561,7.17935173830865,7.00427331522758e-13,2.46983412137316e-10,1
"ABCA1",4566.09530687022,0.939701324181347,0.131037727498467,7.17122726500532,7.43283937254111e-13,2.5741515498404e-10,1
"NR1D1",329.819300723174,1.52588640817904,0.212864468972919,7.16834714380242,7.59086233860905e-13,2.58275761745586e-10,1
"NDRG1",3987.52536327949,1.00720487826022,0.140557456674596,7.16578758672329,7.73406137471987e-13,2.5861101086434e-10,1
"WSB1",19782.434648824,0.997871447172437,0.140135935323133,7.12073919420807,1.07349756036696e-12,3.52871384504352e-10,1
"STARD4",1273.90373473503,0.901417239847594,0.126931032541318,7.10163008840388,1.23293877382799e-12,3.98526909660333e-10,1
"FOXP1",1771.08948229572,0.834146435002734,0.118277635195409,7.05244430719822,1.75801786597188e-12,5.58934401518995e-10,1
"FOSL2",1544.51891444266,2.43097084365371,0.346005604078907,7.02581349838289,2.12822580679497e-12,6.65722762854543e-10,1
"PFKP",13917.1751537597,0.714927028783925,0.102163050140647,6.99790215542401,2.59823429949251e-12,7.99843746100916e-10,1
"TNIP1",1657.54639189192,1.04550680034619,0.150395707280339,6.95170639676145,3.60893906683816e-12,1.0936213165978e-09,1
"ABCB6",3222.30406283545,1.03119708605631,0.149520397052803,6.89669841962858,5.3225006474442e-12,1.58807042394666e-09,1
"ZNF215",423.60896916537,1.61763548450864,0.237065427737519,6.82358241750752,8.87977576055588e-12,2.60930865303365e-09,1
"FLNA",6728.49595863293,0.737368966790632,0.108179454818715,6.81616456679596,9.35031823582064e-12,2.70656823679859e-09,1
"PRSS53",1160.10019864543,0.909925825910057,0.134687758281061,6.75581684276948,1.42032752935246e-11,4.05085766239142e-09,1
"PGM2",724.86690090819,1.37305029779024,0.203349105141403,6.75218264095856,1.45637376611951e-11,4.0934656261046e-09,1
"SLC2A1",3911.25102683211,1.90684720161206,0.284083249436583,6.71228312613951,1.91602458349096e-11,5.23371560172163e-09,1
"ALKBH5",5026.68692428462,0.938001038497399,0.139719260067568,6.71346983976139,1.90049914700327e-11,5.23371560172163e-09,1
"CABIN1",9099.90583509753,0.916804952785402,0.137742443965983,6.65593644477379,2.81501886084432e-11,7.58256608155762e-09,1
"PCGF5",285.147297727842,1.19390319356295,0.179601486836907,6.64751286077663,2.98086947782209e-11,7.91931269217555e-09,1
"FKBP14",1099.64037841269,0.899362202157902,0.135780735521067,6.62363625227497,3.50468574551165e-11,9.18511829033149e-09,1
"KLF10",2401.70955624126,0.919106927090427,0.138949136618398,6.61470052609688,3.72304669843879e-11,9.62730235593626e-09,1
"CISH",221.020936657592,1.54855366141505,0.234377338864415,6.60709635546667,3.91930964450127e-11,1.00014593744023e-08,1
"FOXO3",2814.88648444957,0.935072381951059,0.141864984604303,6.59128385033989,4.36039305347944e-11,1.09825276466468e-08,1
"CSRNP1",688.992546435372,1.16354920058614,0.176924211820853,6.57654025196002,4.81520690759372e-11,1.19725798417785e-08,1
"LRRC32",295.263935063636,1.20182607977385,0.183174941224783,6.56108347428939,5.3418205518738e-11,1.28652954681758e-08,1
"SAV1",974.667418997216,0.755788157730691,0.115194092830469,6.56099752304993,5.34490090223479e-11,1.28652954681758e-08,1
"FAM83G",373.170796330953,1.10353715108773,0.16821677644721,6.560208645028,5.37325426896072e-11,1.28652954681758e-08,1
"NOL3",990.027850822459,0.808734580445322,0.123508140797988,6.54802651242317,5.83023709620387e-11,1.37892217370461e-08,1
"LOC124900480",600.497134288448,1.04784678998167,0.160462612883271,6.53016158190026,6.56987744357614e-11,1.53513497759898e-08,1
"C4orf3",9103.45274150181,0.851111770926998,0.131070990231316,6.49351751615629,8.38550113312434e-11,1.9360524878073e-08,1
"TFR2",1107.64938323796,0.726277380990942,0.111927070761088,6.48884470979505,8.64970626053207e-11,1.97355768490305e-08,1
"DHRS3",672.302376984003,1.08016526816545,0.167808183717017,6.43690459094046,1.21934524100485e-10,2.74976530279628e-08,1
"ADAMTS20",81.6641009373363,2.98958073021021,0.464593204594548,6.43483525080662,1.23607327092204e-10,2.75544885244391e-08,1
"ZNF292",9071.87378671837,0.672095568394774,0.105587830173398,6.36527493074768,1.94940234922706e-10,4.29621695010337e-08,1
"TNFAIP3",186.131425131725,1.6737503915233,0.263814513126236,6.3444212059797,2.23263217923925e-10,4.86513129035572e-08,1
"HRH1",452.67457115193,1.08088383645522,0.170453118568352,6.34123825679249,2.27925731649505e-10,4.9115462662339e-08,1
"ADAMTS1",158.4929804952,1.62744507250223,0.257490100806131,6.32041801765252,2.60856693652224e-10,5.55940078757278e-08,1
"CCDC144NL-AS1",1048.54787143542,-0.880224951030394,0.139348505886295,-6.31671610278073,2.67179746149955e-10,5.63226521394806e-08,-1
"HK1",38593.1369721864,0.749366601749902,0.118968796845671,6.2988499641801,2.99862061851323e-10,6.25325250273609e-08,1
"KREMEN2",565.020576125663,0.923294988832853,0.147138527023766,6.27500497326389,3.49623117834992e-10,7.21339441201259e-08,1
"ADORA2B",87.6621283445516,2.25000033188847,0.359176000742506,6.26433928557911,3.74409479784226e-10,7.64347100098451e-08,1
"CEBPB",247.907137609382,1.41300069245113,0.226280746859401,6.24445832030551,4.25271308079012e-10,8.59136640508788e-08,1
"CXXC5",10994.7573419092,0.633207523986501,0.101978413518309,6.20923097487505,5.32445155939274e-10,1.06456096435941e-07,1
"HOOK1",1468.66438155746,0.767530445620943,0.123724142469715,6.20356246000105,5.51991177506286e-10,1.09237927515887e-07,1
"NARF",7495.69937584138,0.59281637757964,0.0955865631539376,6.20187982514799,5.5792675928614e-10,1.09297288581772e-07,1
"SCN4B",4918.14781278521,0.831880026449033,0.134354629037529,6.19167372503902,5.95286780926509e-10,1.15449918292887e-07,1
"ERO1A",4252.78892613972,0.851175406613955,0.137619636550312,6.18498513693413,6.21083214190173e-10,1.18510700413084e-07,1
"TTYH2",898.496232120181,0.901152795766695,0.145713258393187,6.18442553343402,6.23290267202981e-10,1.18510700413084e-07,1
"PRELID2",193.641101287712,1.51458706438891,0.245013277584512,6.18165300803537,6.34338358701214e-10,1.19440370181081e-07,1
"CGN",1602.34711074638,0.70655058234091,0.114395345977767,6.176392722115,6.55827353834514e-10,1.2229918942564e-07,1
"CCNA1",1083.0451364555,0.925221992760372,0.149906362030054,6.17199950843232,6.74317103498975e-10,1.24549580050087e-07,1
"FAM13B",7736.35446519904,-0.71873690086555,0.116664258322122,-6.16072918306345,7.24107344512102e-10,1.32484319240261e-07,-1
"LOC124902871",171.348781003697,1.42254103974787,0.231427735129255,6.14680448284803,7.9059481185384e-10,1.43297156832648e-07,1
"KCTD9",480.171278298534,0.939272089069563,0.153264355355703,6.12844445722331,8.87423971806173e-10,1.59358338048231e-07,1
"KDM7A-DT",374.668145958608,1.2598180361797,0.206786605270101,6.09235803515489,1.11259498851666e-09,1.96635821972367e-07,1
"TJP2",482.608527502328,0.9549853328185,0.156798594889031,6.09052226197791,1.12542932035334e-09,1.96635821972367e-07,1
"PLD6",198.774960971376,1.3792363465061,0.226419099343045,6.09151944561197,1.11843996645298e-09,1.96635821972367e-07,1
"PIAS2",3563.40081983149,0.665926970706752,0.109496372588141,6.08172631628234,1.18895391407091e-09,2.05880109013314e-07,1
"CHST3",345.978111952471,1.2193386897057,0.200756020410754,6.07373411373113,1.24969584409647e-09,2.14483196463778e-07,1
"MXI1",3900.69169137995,0.925924990556531,0.152585062824199,6.06825447667403,1.29307904744788e-09,2.19982237247406e-07,1
"GFRA2",4433.52227514385,0.655599198497492,0.108425373275326,6.04654776546373,1.47982374139147e-09,2.49562622961271e-07,1
"NRP1",6281.64268382204,0.552287546380527,0.0913936522656594,6.04295301357648,1.51318732374064e-09,2.52989266867465e-07,1
"BAG3",745.5417673273,0.860193146510678,0.142740439582194,6.02627502779515,1.6778158137434e-09,2.78115896510594e-07,1
"RLF",3868.78722187523,0.857675997405778,0.142365507186964,6.02446487462317,1.69670046042483e-09,2.78862785843043e-07,1
"CHRNB3",1058.32249293885,-0.855191135236163,0.142201430971561,-6.01394183865277,1.8106549622893e-09,2.95091112089401e-07,-1
"VLDLR",2920.2065833917,0.857309177857823,0.143031313276256,5.99385657741941,2.04922118403923e-09,3.29607108485229e-07,1
"IPMK",1583.35564927885,0.795201015696373,0.132681983711752,5.9932855497844,2.05643292393074e-09,3.29607108485229e-07,1
"HMOX1",498.622940379389,1.01310054487255,0.17016080352233,5.95378326795219,2.62013737163229e-09,4.16515935946202e-07,1
"ATF3",2090.68246816879,1.85752079455585,0.313153452794862,5.9316631446266,2.99881383586723e-09,4.72837362055359e-07,1
"RASGEF1B",1842.13141629939,0.60720179441044,0.102477700342078,5.9252090199483,3.11900409383814e-09,4.87822301579814e-07,1
"PLEKHA2",1219.76658725764,1.05521915716867,0.178279317743806,5.91890955452868,3.24083115328401e-09,5.0282143509432e-07,1
"CREBRF",783.212503559578,0.898377969908086,0.151828728635493,5.917048624341,3.27769818143919e-09,5.04505385165331e-07,1
"PLOD1",2379.60719493203,0.683851650502248,0.116066387888792,5.89190085899349,3.81778216265445e-09,5.83008403641893e-07,1
"MYCL",279.283989883113,1.11413728006949,0.189401755485541,5.88240207812931,4.04354572596697e-09,6.11599948414529e-07,1
"LVRN",109.289229319714,1.66204507300081,0.28259339474913,5.88140099479775,4.06808256911798e-09,6.11599948414529e-07,1
"B3GALT2",2158.8636838486,-0.787664592732102,0.13409389814219,-5.87397788896315,4.25460144839859e-09,6.34721080694171e-07,-1
"LINC01521",919.523500934948,-0.791332734854558,0.135836253168687,-5.82563723891773,5.68950818890272e-09,8.42307800118926e-07,-1
"MIR210HG",99.6331350369943,2.10233014188676,0.361325925181001,5.81837614013892,5.94220666068861e-09,8.73054211949962e-07,1
"SORCS3",1430.48811324222,0.662703013381682,0.114272107668318,5.79934182456159,6.65757016323074e-09,9.70803877787195e-07,1
"PLCB3",970.296372948712,0.786670817122895,0.13571274326359,5.79658769106871,6.76778042344912e-09,9.79509951734121e-07,1
"SHMT2",2579.41755226937,0.758366641258617,0.130955455809967,5.79102746478242,6.99571351293403e-09,1.00499902125809e-06,1
"ZC3H4",1714.32421642013,-0.812054517017866,0.140470846267557,-5.78094699786412,7.42812923808104e-09,1.05927307678929e-06,-1
"WDR54",1468.52242551216,0.796382430329128,0.137877119364972,5.77603038123417,7.64835692640854e-09,1.08271703818078e-06,1
"EPS8L2",808.02707073461,0.725011062772892,0.125605730886234,5.77211770241248,7.82814015740466e-09,1.10013732038193e-06,1
"PCP4L1",1364.43913418769,0.873276513977092,0.151411252724266,5.7675800065363,8.04179111697179e-09,1.1220323519608e-06,1
"SRSF3",4361.9198977175,-0.616766700768322,0.10735588295546,-5.74506663062152,9.18847970353562e-09,1.27286696693121e-06,-1
"ARMH3",1678.33527174623,-0.625290846477412,0.109085714491625,-5.73210570597141,9.91914201745815e-09,1.36433929281265e-06,-1
"PLEKHA8",6073.06783540097,0.712140899491281,0.124303707451542,5.72903989825805,1.01000639626364e-08,1.37944113022092e-06,1
"RASD1",706.935342697429,0.856489450246365,0.149650566735675,5.72326232321703,1.04497722972291e-08,1.41722296456266e-06,1
"PGAM1",5004.81575225068,0.779274030017049,0.136613783443292,5.70421234501951,1.16882295750481e-08,1.57417725262835e-06,1
"HNRNPM",4265.65169681396,-0.8030996737349,0.141902815224192,-5.65950486934373,1.51810342282191e-08,2.03048950222124e-06,-1
"MIDEAS",1534.79054975943,0.736185990161611,0.130869655811783,5.62533755892502,1.85145562348161e-08,2.45939249053441e-06,1
"FAM110C",107.524615306469,1.65667488812713,0.294802628162244,5.61960691617504,1.91392409321037e-08,2.52507781385863e-06,1
"ZNF654",1621.46789046457,0.754605074251048,0.134519358854896,5.60963924207393,2.02748812749198e-08,2.65683140166077e-06,1
"BHLHE40",1474.39484484797,2.5113100078609,0.447859660392172,5.60735924655917,2.05436960757862e-08,2.67398954156911e-06,1
"SLTM",3116.86172202851,-0.744098673924933,0.132904463676926,-5.59874855470424,2.15904682027342e-08,2.79150360215885e-06,-1
"SEC61G",1800.21964211919,0.873019665110425,0.156245324018019,5.58749306961496,2.30370948763071e-08,2.9588173379543e-06,1
"ZNF12",1755.45971137916,0.670866505578847,0.120359690413141,5.57384705191634,2.49174518671578e-08,3.17927014152407e-06,1
"ADCY8",1304.66663082631,0.643741130743579,0.115524011193248,5.57235785092965,2.51314530453337e-08,3.18561699582485e-06,1
"DUSP5",544.02236573317,0.900147700892088,0.161704922000709,5.56660669171308,2.59747767765995e-08,3.27113520003488e-06,1
"TXNIP",3357.67786756775,-0.695748547232509,0.125227570554136,-5.55587355207644,2.76226790390233e-08,3.43406562360781e-06,-1
"PEX5L",8538.19395870093,-0.564600556612499,0.101610834728281,-5.55649954182844,2.75238442932159e-08,3.43406562360781e-06,-1
"PLCD1",301.500068576801,1.23045243034219,0.221585513295341,5.55294618336431,2.80894574371595e-08,3.46985310532656e-06,1
"SOCS3",2804.10353116041,0.871210438043883,0.15709202090235,5.54586052836789,2.92511929858624e-08,3.5904913719482e-06,1
"PXN",2474.31248757241,0.646197587201292,0.116549544680352,5.54440250258849,2.94959629070493e-08,3.59776543785733e-06,1
"PDCD11",2997.08620113548,-0.612750694194018,0.110824717175202,-5.52900751576315,3.22047549150386e-08,3.90361885513911e-06,-1
"USP28",965.7956080829,0.813764734120302,0.147409662664571,5.52043006822432,3.38170960109437e-08,4.0735947828338e-06,1
"GPR137B",263.15107629057,1.16022597341413,0.211036287696059,5.49775579394726,3.8465511329122e-08,4.60493905380859e-06,1
"CRYBG3",316.449360149653,1.28496290314622,0.233813837564266,5.49566662320847,3.8923722410085e-08,4.60530427838107e-06,1
"TPI1",22280.5748866546,0.728668047889088,0.132591725885656,5.49557706577767,3.89434826056768e-08,4.60530427838107e-06,1
"LOC105371026",189.134468320761,1.25497841829016,0.22939321836777,5.47086102727826,4.4785438788102e-08,5.26405333246334e-06,1
"RCOR1",2467.08147247516,0.758382996617434,0.138766631674026,5.46516830068295,4.62467810470129e-08,5.40307272063715e-06,1
"SERTAD4BP",1893.77725135673,-0.573954280358506,0.105256812545314,-5.45289436834705,4.95565094040552e-08,5.75508349330687e-06,-1
"CECR2",2635.49590519456,0.568142535027584,0.104498529417129,5.43684718049682,5.42316128906612e-08,6.2605232166755e-06,1
"C4orf50",2399.72411721381,-0.821257590050499,0.151387802272934,-5.42485971604152,5.80000738821087e-08,6.65593747260128e-06,-1
"HMGCL",650.520122448421,0.935077473997145,0.173115980859674,5.40145091951452,6.61040265772973e-08,7.54130289082414e-06,1
"ALDOC",12697.1021090651,0.646420827425345,0.119906622297782,5.39103524924578,7.00529303890247e-08,7.94506743839032e-06,1
"RELT",1705.54875261164,0.859501218381253,0.159513716744472,5.38825899065534,7.1143482797588e-08,8.02184131032803e-06,1
"CAMSAP1-DT",1005.68691427312,-0.813679772729277,0.151064759858507,-5.38629772748721,7.19237868509475e-08,8.05945145716078e-06,-1
"LOC124902519",887.842567882261,-0.85993079359216,0.159679969274036,-5.38533917248184,7.23081650791985e-08,8.05945145716078e-06,-1
"MRPL17",1974.00431352405,0.8723571335851,0.162078458008556,5.38231387627742,7.35343956174373e-08,8.1492918205976e-06,1
"RIOK3",7730.39121104553,0.751262172314022,0.139759340970905,5.37539864666662,7.6413426355588e-08,8.42023858375155e-06,1
"KDM4B",7625.24012024923,0.69255103729922,0.128882639271155,5.37350135918745,7.72222229631189e-08,8.46128696128095e-06,1
"UBTD1",642.363859003977,1.05283544985698,0.19639436120805,5.36082320989683,8.28435620894912e-08,9.02622496159321e-06,1
"TMF1",3456.58766166947,0.63907688851144,0.11932284142256,5.3558638136035,8.51486274407772e-08,9.22554458428175e-06,1
"PIK3R3",516.2796117119,-0.818632135195672,0.154267559944646,-5.30657343312754,1.11705171570964e-07,1.19691165604821e-05,-1
"SLCO5A1-AS1",479.758655332676,-0.862488763722092,0.16251054549736,-5.30727874355763,1.11273948489306e-07,1.19691165604821e-05,-1
"DZIP1L",304.137012225618,0.986142304125141,0.186159987772531,5.29728388965146,1.17537885060303e-07,1.25248886970303e-05,1
"PRKAG2-AS1",660.198570543543,0.886334204628578,0.16755812987944,5.28971172730505,1.22509292111312e-07,1.29833071650644e-05,1
"CLK3",2142.78672292416,0.796136918750122,0.150539793726499,5.28854795826642,1.23291165381488e-07,1.29951568554814e-05,1
"C1orf115",498.411548300311,0.874484593922465,0.165495193649516,5.28404828344706,1.26359924111054e-07,1.31603861881851e-05,1
"HGSNAT",3973.30726842482,-0.568069187133796,0.107522163853436,-5.2832752501906,1.26894514653533e-07,1.31603861881851e-05,-1
"TAF9B",1041.9838316416,-0.827167350381426,0.156523476545846,-5.28462163398951,1.25964832014824e-07,1.31603861881851e-05,-1
"LINC00648",230.705132546976,-1.07688136563529,0.203954798626859,-5.28000014162685,1.291837866651e-07,1.33265444605476e-05,-1
"SCD",18229.4505454425,0.690715647329669,0.13087749847619,5.27757372636006,1.30905543211886e-07,1.3432709550536e-05,1
"ND5",220548.152640681,-0.669056754361656,0.12690172379254,-5.27224323174237,1.34766307882038e-07,1.37560935529697e-05,-1
"IRF2BPL",5897.58240935349,0.54627131144977,0.103745561986392,5.26549088934929,1.39815253631407e-07,1.41967383713482e-05,1
"TRADD",218.797666817242,1.1165707347753,0.212097953528145,5.26441069421792,1.40639742849821e-07,1.42060790251532e-05,1
"TUBB6",359.843588320956,1.11917500332623,0.213037780159647,5.25341093250003,1.49307895771098e-07,1.50035094848947e-05,1
"HAUS7",730.352124390861,0.676870404409054,0.12889562923146,5.25130610281273,1.51024458142156e-07,1.50977749546854e-05,1
"FEM1C",1507.52325148606,0.757566186703666,0.14445424180675,5.24433327279605,1.5684846450004e-07,1.5599585233404e-05,1
"SCUBE3",976.887400024228,-0.781145285655868,0.149028878819964,-5.24156990135809,1.5921613942871e-07,1.57542745310224e-05,-1
"TIPARP",914.223492911285,0.973711855051485,0.185811386932968,5.24032391729982,1.60294977163508e-07,1.57805116096907e-05,1
"STARD8",509.303040710404,0.746167664061208,0.142572348393465,5.23360716484776,1.66233554576506e-07,1.62824927144281e-05,1
"CSRP2",668.1093115329,0.999651835484692,0.191086417159359,5.23141231252989,1.68219827898695e-07,1.63942479510919e-05,1
"BCL3",386.205103201502,1.0837562649928,0.207233195624614,5.22964605996782,1.69834876343509e-07,1.646888795903e-05,1
"PKM",43547.9733165088,0.577707345665516,0.110666343864676,5.22026232629445,1.78669868927946e-07,1.72394200894954e-05,1
"INSIG2",3523.29297105943,1.49122744352356,0.285909024926545,5.21574106975701,1.83083777675306e-07,1.75132292520231e-05,1
"LRP2",494.812470442778,0.809411011574311,0.155193116066812,5.21550847156036,1.83313681456156e-07,1.75132292520231e-05,1
"SREBF1",1360.0220188508,0.573912974162385,0.110133359704134,5.21107297284097,1.87751578598819e-07,1.78492848791446e-05,1
"CDH22",1997.82427014284,0.553643617975417,0.106262768539445,5.2101373377064,1.88700895528014e-07,1.78520252091235e-05,1
"NXPH4",3952.90657128349,0.56038891478604,0.107628594959651,5.20669172533681,1.92237060535231e-07,1.80134693863288e-05,1
"IPO5P1",1218.66972562546,-0.768460244008437,0.14759165166667,-5.20666470854311,1.92265038824897e-07,1.80134693863288e-05,-1
"LYPD1",3479.0190934048,0.525073059241008,0.100903992740323,5.203689616052,1.95370211454693e-07,1.82163936584246e-05,1
"PER1",1907.30822153677,0.772226975639337,0.148705806765037,5.19298467516804,2.06949225381261e-07,1.92036998901635e-05,1
"SETD5",12885.6101504336,0.526962530463401,0.101554614699251,5.18895701612353,2.11475199855972e-07,1.95302382190796e-05,1
"FLRT1",1933.12064215048,0.713756116050717,0.137791559399489,5.17996979757938,2.21921828344981e-07,2.03978764877846e-05,1
"CYTB",151179.470704121,-0.527442801064849,0.10222240312697,-5.15975740082841,2.47270045658361e-07,2.26205437051805e-05,-1
"GPR155",5903.15384022195,0.650883727134797,0.126719648784692,5.13640728471956,2.80040408726684e-07,2.54981393748606e-05,1
"SPHK2",1045.14992984586,-0.714787256229571,0.139687478406676,-5.11704602576181,3.10357907985454e-07,2.81265479788313e-05,-1
"BBX",1823.45800947074,0.536296619436822,0.10491381826218,5.11178249271812,3.19133147997558e-07,2.8787294289603e-05,1
"KCTD16",3343.76311200382,0.705383598954838,0.138211083489772,5.10366883135706,3.33131036987589e-07,2.99108487561912e-05,1
"ND4L",28538.2736493501,-0.681550781882742,0.133718325866097,-5.09691381094041,3.45235412193938e-07,3.08548183598582e-05,-1
"SMAD7",823.336237562073,0.944447336455657,0.185357981840242,5.09526121874624,3.48260720934313e-07,3.09824239532113e-05,1
"VWC2L",1102.23607432088,-0.579297642139362,0.11375420839137,-5.09253811644751,3.53301656954071e-07,3.12873622601244e-05,-1
"IMPG2",279.618924552812,-1.25565735910157,0.246749877505735,-5.08878614974139,3.60362705077739e-07,3.17676104648985e-05,-1
"LOC105372337",86.7129100985683,1.49601897649805,0.294756870252454,5.07543378112523,3.86612982972049e-07,3.39274759808141e-05,1
