"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","DE"
"ND6",992.048118143263,0.678548341683912,0.145848971437662,4.65240402448729,3.28087453394737e-06,0.0453088773138131,1
"WASH7P",16.0688188373676,0.543978705884267,0.613983268746785,0.885982947050974,0.375626716519525,0.999992159278778,0
"LOC729737",31.6448982473516,-0.208269468741518,0.425620409186516,-0.489331489388821,0.624607030935389,0.999992159278778,0
"WASH9P",35.8155382228887,0.00118021989129663,0.418128337135186,0.00282262594155404,0.997747873330843,0.999992159278778,0
"LOC100288069",21.0647010200406,-0.523146289959514,0.520328797204329,-1.00541483148794,0.314697141110151,0.999992159278778,0
"LINC00115",9.68128625946245,-0.79698168260161,0.765570763199188,-1.04102941349427,0.297861897322148,0.999992159278778,0
"LINC01128",377.302202553191,-0.0346951649518919,0.149015376915628,-0.232829427875327,0.815893860672233,0.999992159278778,0
"LOC284600",239.384566205687,0.216364275823195,0.170886740818077,1.26612676201446,0.205467702692062,0.999992159278778,0
"LINC02593",191.831783639149,-0.299282065922119,0.190374485464645,-1.57207025506419,0.115934258896654,0.999992159278778,0
"LOC107985728",221.942582416357,0.0175201624162398,0.208657079964276,0.0839662973297595,0.933083227944266,0.999992159278778,0
"SAMD11",534.470235210073,-0.199932949375605,0.129765092809459,-1.54072982993337,0.123382553626649,0.999992159278778,0
"NOC2L",571.68113487538,-0.118966039937122,0.126277004477885,-0.942103753799111,0.346139522829452,0.999992159278778,0
"KLHL17",159.071178073636,0.0258688601179347,0.205379793365073,0.125956208710131,0.899766588806248,0.999992159278778,0
"HES4",79.8561087445183,-0.135663906662233,0.285050623573823,-0.475929169918475,0.634124839939245,0.999992159278778,0
"ISG15",22.8752090654358,0.184294411538728,0.506612810517634,0.363777637897518,0.716024062586761,0.999992159278778,0
"AGRN",1078.41180089492,-0.0296021398800118,0.122457641370078,-0.241733709295866,0.808986507799654,0.999992159278778,0
"LOC100288175",23.7792654595769,0.00562357629966599,0.491197817123407,0.011448699696182,0.990865458819784,0.999992159278778,0
"LOC105378948",9.95889528498009,0.517424552371617,0.72200061974935,0.716653889509466,0.473587684092504,0.999992159278778,0
"C1orf159",77.6177038696239,0.123885468847171,0.329606151125792,0.375859092507927,0.707021653788184,0.999992159278778,0
"LOC124903819",11.320808949509,-1.15969855034276,0.8630205754036,-1.34376697774606,0.179023751014834,0.999992159278778,0
"SDF4",392.560742783299,0.0646268146940942,0.141616959898539,0.456349400102898,0.648138745752672,0.999992159278778,0
"B3GALT6",241.460578572829,-0.172183034440708,0.166031937214941,-1.0370476748567,0.299713639140033,0.999992159278778,0
"UBE2J2",276.168401004262,0.176614439961124,0.178426294798869,0.989845359733627,0.322249709985395,0.999992159278778,0
"LINC01786",38.6251685121861,0.356681953155158,0.371635729191512,0.959762275632416,0.337174872569574,0.999992159278778,0
"SCNN1D",69.6338892516297,0.346919417989363,0.30347237369078,1.14316639030495,0.252969513817693,0.999992159278778,0
"ACAP3",786.434807215513,0.074024640562722,0.134087566271477,0.552061929536775,0.580905924070935,0.999992159278778,0
"PUSL1",69.2337219893083,-0.233237074875842,0.292691665031569,-0.796869548200786,0.425526798099935,0.999992159278778,0
"INTS11",274.265737118898,-0.0898486710067181,0.162941698240089,-0.551416070761267,0.581348486500935,0.999992159278778,0
"CPTP",175.925043765535,-0.0333427829951662,0.203550986597922,-0.163805558265502,0.869884215924114,0.999992159278778,0
"TAS1R3",16.7584322240216,0.0745628840628789,0.696380254660855,0.107072082477686,0.914731794775708,0.999992159278778,0
"DVL1",419.898752506955,0.17141448291098,0.144533057921052,1.18598807343169,0.235627009516221,0.999992159278778,0
"MXRA8",11.8261775180694,-0.0739323294194285,0.839661619674881,-0.0880501474487487,0.929836818982875,0.999992159278778,0
"AURKAIP1",312.720381618438,-0.162909316276658,0.193021379147897,-0.843996229826097,0.398671512389772,0.999992159278778,0
"CCNL2",817.538111567606,-0.0664056390113668,0.142786168980042,-0.465070528089095,0.641880950661668,0.999992159278778,0
"MRPL20-AS1",165.60410655503,0.251370303259693,0.199804529132011,1.25808110732872,0.20836242513174,0.999992159278778,0
"MRPL20",213.127293284344,-0.137691103180099,0.217723836683202,-0.632411706856176,0.527117886174639,0.999992159278778,0
"MRPL20-DT",60.3083605626708,0.189974840879034,0.344325061017174,0.551731088982681,0.581132606560813,0.999992159278778,0
"ANKRD65",21.5281711872689,1.82739033054683,0.621259700252421,2.94142744138135,0.00326703371609711,0.999992159278778,0
"VWA1",257.713256008329,-0.164211766628092,0.18881357224732,-0.86970319280331,0.384462626975951,0.999992159278778,0
"ATAD3C",62.8262626425265,-0.0490612802870538,0.359079569194032,-0.136630664889049,0.891322736721308,0.999992159278778,0
"ATAD3B",159.489311428799,0.13161342826336,0.207778349925481,0.633431867711733,0.526451659994752,0.999992159278778,0
"ATAD3A",92.6892939960047,-0.140493048897093,0.256324195245365,-0.548106856485425,0.583618532914623,0.999992159278778,0
"TMEM240",27.8541232576152,0.437576363448181,0.451251426104611,0.969695247781312,0.33219841993937,0.999992159278778,0
"SSU72",387.705998933646,-0.197195897628927,0.172253054922071,-1.1448034853033,0.252290571263434,0.999992159278778,0
"FNDC10",221.891594122238,-0.00137282724681658,0.185230388943291,-0.00741145799373597,0.994086566231009,0.999992159278778,0
"LOC105378586",12.814976223323,0.484178836456258,0.651223001756348,0.743491607560587,0.457184100686812,0.999992159278778,0
"MIB2",337.412244099503,-0.24010715319075,0.167344991922347,-1.43480333909345,0.151343146143729,0.999992159278778,0
"CDK11B",152.894895199676,0.027788912726946,0.202055236083545,0.137531267516651,0.89061087965334,0.999992159278778,0
"SLC35E2B",539.413100198051,0.013430374449154,0.129073651239496,0.104052022393277,0.917128064687219,0.999992159278778,0
"CDK11A",83.5051071547177,-0.347068911153717,0.318645703413333,-1.08920003450828,0.276065683730548,0.999992159278778,0
