WBO2_Ctrl,WBO2_Comp,i27_Ctrl,i27_Comp,1019_Ctrl,1019_Comp
0.021136063408190225,0.5641025641025641,0.0,0.0,0.0,0.005780346820809248
0.038461538461538464,0.2896551724137931,0.0,0.13043478260869565,0.046511627906976744,0.0
0.015665796344647518,0.16597510373443983,0.0,0.5612244897959183,0.0,0.0012437810945273632
0.024271844660194174,0.41132075471698115,0.0,0.06134969325153374,0.0,0.01591187270501836
0.013628620102214651,0.15267175572519084,0.0,0.0859375,0.0,0.0021141649048625794
0.013850415512465374,0.02376599634369287,0.0026954177897574125,0.0730593607305936,0.024096385542168676,0.004618937644341801
0.005952380952380952,0.10427350427350428,0.013257575757575758,0.034482758620689655,0.020905923344947737,0.0166073546856465
0.0,0.014492753623188406,0.02631578947368421,0.0,0.011204481792717087,0.012461059190031152
0.0,0.37542662116040953,0.014925373134328358,0.0,0.0031446540880503146,0.013966480446927373
0.0,0.35195530726256985,0.004098360655737705,0.011494252873563218,0.01020408163265306,0.01837270341207349
0.0,0.03361344537815126,0.0,0.0,0.009433962264150943,0.17482517482517482
0.03571428571428571,0.7807757166947723,0.00267379679144385,0.0,0.003703703703703704,0.05466237942122187
0.028735632183908046,0.7762645914396887,0.01171875,0.0,0.0017889087656529517,0.007772020725388601
0.6363636363636364,0.4124293785310734,0.0037313432835820895,0.0,0.0,0.0
0.3333333333333333,0.5263157894736842,0.07692307692307693,0.0896551724137931,0.0,0.007462686567164179
0.0,0.6197183098591549,0.0,0.2833333333333333,0.0056179775280898875,0.0
0.6,0.6407185628742516,0.19653179190751446,0.30612244897959184,0.0,0.0
0.6,0.8526912181303116,0.03508771929824561,0.5161290322580645,0.0,0.037037037037037035
0.25,0.8818897637795275,0.05351170568561873,0.36036036036036034,0.00554016620498615,0.8082191780821918
0.14285714285714285,0.8444924406047516,0.07860262008733625,0.5588235294117647,0.0,0.632183908045977
0.2625,0.4230769230769231,0.06837606837606838,0.09090909090909091,0.09090909090909091,0.5825242718446602
0.25,0.47368421052631576,0.12195121951219512,0.5209302325581395,0.01694915254237288,0.0967741935483871
0.6363636363636364,0.4423076923076923,0.0,0.4861111111111111,0.012987012987012988,0.711340206185567
0.20388349514563106,0.4387755102040816,0.0,0.08421052631578947,0.031746031746031744,0.9027027027027027
0.16279069767441862,0.7142857142857143,0.0,0.1477832512315271,0.045454545454545456,0.6587301587301587
0.12643678160919541,,0.015625,0.6850393700787402,0.04225352112676056,
0.0,0.7757009345794392,0.028169014084507043,0.0718954248366013,,
0.0,0.8431372549019608,0.07692307692307693,0.16666666666666666,,
0.25,0.5101214574898786,0.013888888888888888,0.0,,
0.125,0.6941176470588235,0.0035211267605633804,0.013477088948787063,,
0.5,0.3783783783783784,0.0,0.6862967157417894,,
0.45454545454545453,0.6,0.04854368932038835,0.2087378640776699,,
0.2777777777777778,0.8104838709677419,0.02727272727272727,0.0525328330206379,,
0.3,0.8111455108359134,0.06367041198501873,0.20064724919093851,,
0.08333333333333333,0.8484848484848485,0.010256410256410256,0.03561253561253561,,
0.3793103448275862,0.7745098039215687,0.07006369426751592,0.34579439252336447,,
0.0,0.47265625,0.007168458781362007,0.5694444444444444,,
0.15,0.6961325966850829,0.025889967637540454,0.22580645161290322,,
0.0,0.19921875,0.027700831024930747,0.06958762886597938,,
0.0,0.13385826771653545,0.12849162011173185,0.11203319502074689,,
0.04132231404958678,0.06726457399103139,0.004392386530014641,0.34545454545454546,,
0.26666666666666666,0.25892857142857145,0.0035971223021582736,0.06796116504854369,,
0.2743362831858407,0.472636815920398,0.008403361344537815,0.5192307692307693,,
0.14814814814814814,0.5869565217391305,0.008620689655172414,0.5106382978723404,,
0.6153846153846154,0.5047318611987381,0.0,0.5188679245283019,,
0.5785123966942148,0.4195583596214511,0.005154639175257732,0.5045045045045045,,
0.15217391304347827,0.3684210526315789,0.003861003861003861,0.7666666666666667,,
0.23333333333333334,0.4798657718120805,0.0,0.671201814058957,,
0.4473684210526316,0.45244956772334294,0.0028089887640449437,0.014534883720930232,,
0.1206896551724138,0.6073298429319371,0.002793296089385475,,,
0.16304347826086957,0.7215189873417721,,,,
0.12931034482758622,0.24489795918367346,,,,
0.6118421052631579,0.7066666666666667,,,,
0.2625,0.06976744186046512,,,,
,0.18867924528301888,,,,
,0.35064935064935066,,,,
