WBO2_Ctrl,WBO2_Comp,i27_Ctrl,i27_Comp,1019_Ctrl,1019_Comp
0.0224570673712021,0.6153846153846154,0.0,0.0,0.0,0.0077071290944123
0.0428994082840236,0.296551724137931,0.0,0.1304347826086956,0.0697674418604651,0.0
0.0156657963446475,0.1659751037344398,0.0,0.5612244897959183,0.0085470085470085,0.0012437810945273
0.0242718446601941,0.4150943396226415,0.0,0.0613496932515337,0.0,0.0159118727050183
0.0136286201022146,0.1577608142493638,0.0,0.0859375,0.0,0.0021141649048625
0.0180055401662049,0.0237659963436928,0.0026954177897574,0.0730593607305936,0.036144578313253,0.0046189376443418
0.0059523809523809,0.1059829059829059,0.0151515151515151,0.0344827586206896,0.0209059233449477,0.0166073546856465
0.0,0.0144927536231884,0.0263157894736842,0.0,0.011204481792717,0.0124610591900311
0.0,0.3754266211604095,0.0149253731343283,0.0,0.0031446540880503,0.0139664804469273
0.0,0.3519553072625698,0.0040983606557377,0.0114942528735632,0.010204081632653,0.0183727034120734
0.0,0.0336134453781512,0.0,0.0,0.0094339622641509,0.1748251748251748
0.0357142857142857,0.7824620573355818,0.0026737967914438,0.0,0.0037037037037037,0.0546623794212218
0.028735632183908,0.7762645914396887,0.01171875,0.0,0.0017889087656529,0.0077720207253886
0.7272727272727273,0.4124293785310734,0.003731343283582,0.0,0.0,0.0
0.3333333333333333,0.5526315789473685,0.0769230769230769,0.0896551724137931,0.0,0.0074626865671641
0.0,0.647887323943662,0.0,0.3,0.0056179775280898,0.0
0.65,0.6646706586826348,0.2080924855491329,0.3469387755102041,0.0,0.0
0.8,0.8611898016997167,0.0350877192982456,0.5161290322580645,0.0,0.0423280423280423
0.25,0.9028871391076116,0.0535117056856187,0.3693693693693693,0.0055401662049861,0.8082191780821918
0.1904761904761904,0.8531317494600432,0.0829694323144104,0.5735294117647058,0.0,0.632183908045977
0.2625,0.5,0.0769230769230769,0.0974025974025974,0.0909090909090909,0.5825242718446602
0.25,0.4736842105263157,0.1260162601626016,0.5209302325581395,0.0169491525423728,0.0967741935483871
0.6727272727272727,0.4471153846153846,0.0,0.4907407407407407,0.0129870129870129,0.711340206185567
0.203883495145631,0.5102040816326531,0.0,0.0842105263157894,0.037037037037037,0.9027027027027028
0.1744186046511628,0.8673469387755102,0.0,0.1477832512315271,0.0454545454545454,0.6587301587301587
0.1264367816091954,0.0,0.015625,0.6850393700787402,0.0422535211267605,
0.0,0.7757009345794392,0.0422535211267605,0.0718954248366013,,
0.0,0.869281045751634,0.0769230769230769,0.1666666666666666,,
0.5,0.5101214574898786,0.0138888888888888,0.0,,
0.25,0.7529411764705882,0.0035211267605633,0.013477088948787,,
0.5,0.4189189189189189,0.0,0.6862967157417894,,
0.5454545454545454,0.7,0.0485436893203883,0.2087378640776699,,
0.2777777777777778,0.8205645161290323,0.0303030303030303,0.0525328330206379,,
0.45,0.8183694530443757,0.0636704119850187,0.2006472491909385,,
0.1111111111111111,0.8585858585858586,0.0128205128205128,0.0356125356125356,,
0.396551724137931,0.7843137254901961,0.0700636942675159,0.3457943925233644,,
0.0,0.4765625,0.007168458781362,0.5694444444444444,,
0.15,0.7348066298342542,0.0258899676375404,0.2258064516129032,,
0.0,0.203125,0.0277008310249307,0.0747422680412371,,
0.0,0.1732283464566929,0.1284916201117318,0.1120331950207468,,
0.0495867768595041,0.1121076233183856,0.0058565153733528,0.35,,
0.2666666666666666,0.3125,0.0035971223021582,0.0699029126213592,,
0.2920353982300885,0.472636815920398,0.0100840336134453,0.5192307692307693,,
0.1666666666666666,0.591304347826087,0.0086206896551724,0.5602836879432624,,
0.6794871794871795,0.5078864353312302,0.0,0.5235849056603774,,
0.5867768595041323,0.4227129337539432,0.0051546391752577,0.5045045045045045,,
0.1521739130434782,0.3947368421052631,0.0038610038610038,0.7708333333333334,,
0.2333333333333333,0.4966442953020134,0.0,0.671201814058957,,
0.4473684210526316,0.4524495677233429,0.0028089887640449,0.0145348837209302,,
0.1206896551724138,0.6099476439790575,0.0027932960893854,,,
0.1739130434782608,0.7265822784810126,,,,
0.1293103448275862,0.2448979591836734,,,,
0.625,0.71,,,,
0.2625,0.0697674418604651,,,,
,0.2452830188679245,,,,
,0.3506493506493506,,,,
