ROI,Area,Mean,Min,Max,MinThr,MaxThr
0012-0049-0740,194.852,13510.222,5232,21280,0,65535
0012-0050-0757,316.688,9279.989,4480,13408,0,65535
0012-0051-0771,279.755,9617.299,4976,15120,0,65535
0012-0052-0765,264.048,10421.132,3680,18848,0,65535
0012-0053-0773,272.75,11479.384,2048,23488,0,65535
0012-0054-0772,170.655,15238.567,5232,26256,0,65535
0012-0055-0788,256.407,10626.728,3584,17328,0,65535
0012-0056-0816,222.021,17678.792,5824,31248,0,65535
0012-0057-0819,269.354,17329.626,8624,22608,0,65535
0012-0058-0826,246.855,12660.898,2800,20064,0,65535
0012-0059-0826,319.871,14595.313,7888,22944,0,65535
0012-0060-0837,267.656,12822.458,5232,19648,0,65535
0012-0061-0847,165.136,16413.573,3568,27760,0,65535
0012-0062-0857,302.254,10635.652,2816,16288,0,65535
0012-0063-0861,336.003,8567.217,3872,13584,0,65535
0012-0064-0874,340.673,10317.059,3168,17184,0,65535
0012-0065-0880,434.49,12761.489,6928,17504,0,65535
0012-0066-0919,279.543,12138.679,2512,19408,0,65535
0012-0067-0914,105.916,5466.068,2624,10512,0,65535
0012-0068-0933,596.018,17632.895,5184,26432,0,65535
0012-0069-0939,150.278,3581.695,1920,5200,0,65535
0012-0070-0963,191.456,5746.341,3312,9728,0,65535
0012-0071-0963,268.717,17153.011,2400,29120,0,65535
0012-0072-0963,202.705,3559.807,1312,5728,0,65535
0012-0073-0983,277.208,12188.655,4048,18000,0,65535
0012-0074-0983,281.665,10548.895,1680,16640,0,65535
0012-0075-0980,228.176,4590.497,2400,6624,0,65535
0012-0076-0989,239.001,13080.242,1248,25408,0,65535
0012-0077-1011,281.877,8162.229,2096,12848,0,65535
0012-0078-1012,228.176,13783.606,7088,21488,0,65535
0012-0079-1022,285.273,8153.083,2496,12672,0,65535
0013-0001-0021,130.326,11169.746,4096,21360,0,65535
0013-0002-0029,267.019,12704.445,5120,16864,0,65535
0013-0003-0028,199.309,11775.114,4736,19360,0,65535
0013-0004-0065,202.705,13984.251,1888,26976,0,65535
0013-0005-0078,194.852,15829.769,5424,27680,0,65535
0013-0006-0114,193.366,23800.43,2752,44400,0,65535
0013-0007-0113,278.057,18365.044,2064,33744,0,65535
0013-0008-0124,185.513,12507.222,2304,21968,0,65535
0013-0009-0179,192.517,20054.351,6528,29152,0,65535
0013-0010-0174,162.801,17053.205,2128,28976,0,65535
0013-0011-0197,407.534,19047.367,1552,33024,0,65535
0013-0012-0181,114.619,13821.778,5600,20656,0,65535
0013-0013-0183,152.825,15508.244,4224,27648,0,65535
0013-0014-0195,261.076,7283.889,3136,11904,0,65535
0013-0015-0207,278.269,11161.69,4928,17680,0,65535
0013-0016-0235,367.417,11832.171,4688,17856,0,65535
0013-0017-0285,526.185,10664.081,4304,15504,0,65535
0013-0018-0288,226.478,13690.107,5424,19712,0,65535
0013-0019-0318,231.785,7298.066,1488,13024,0,65535
0013-0020-0344,435.339,12941.114,4368,19456,0,65535
0013-0021-0377,425.363,10343.329,2112,17488,0,65535
0013-0022-0380,218.837,21333.789,2704,36848,0,65535
0013-0023-0385,260.652,10677.303,4336,18592,0,65535
0013-0024-0380,195.276,19385.565,5024,29840,0,65535
0013-0025-0404,322.418,10940.882,4400,16864,0,65535
0013-0026-0415,271.901,24429.489,5392,37824,0,65535
0013-0027-0445,248.128,11808.739,3664,17888,0,65535
0013-0028-0462,229.238,17399.837,3424,34192,0,65535
0013-0029-0481,314.14,17643.914,4448,30352,0,65535
0013-0030-0471,234.332,9256,3696,13664,0,65535
0013-0031-0495,470.574,14609.516,3968,23440,0,65535
0013-0032-0504,156.009,20228.941,8000,32848,0,65535
0013-0033-0523,230.087,13923.41,3344,21168,0,65535
0013-0034-0530,385.459,15863.401,4048,23744,0,65535
0013-0035-0586,326.876,12854.618,6304,18288,0,65535
0013-0036-0617,283.575,11302.024,2064,22032,0,65535
0013-0037-0631,289.731,12611.927,5328,23232,0,65535
0013-0038-0660,388.643,17281.232,8464,28432,0,65535
0013-0039-0653,298.221,16528.239,7824,25376,0,65535
0013-0040-0679,229.662,10862.447,3600,16288,0,65535
0013-0041-0703,290.155,15021.355,3792,26512,0,65535
0013-0042-0782,199.309,13666.454,3328,24304,0,65535
0013-0043-0841,169.593,16714.033,4048,51552,0,65535
0013-0044-0881,220.323,10430.089,1728,19232,0,65535
0013-0045-0876,287.184,14999.261,4480,26224,0,65535
0013-0046-0913,388.218,15002.944,1728,28096,0,65535
0013-0047-0904,286.547,19477.973,5248,32096,0,65535
0013-0048-0971,286.972,9098.544,2640,14768,0,65535
0013-0049-0976,302.466,9465.712,3056,26624,0,65535
0013-0050-0993,407.534,12411.417,1552,19040,0,65535
0013-0051-0985,281.665,8328.187,2528,13248,0,65535
0013-0052-0998,156.009,10102.444,2560,16288,0,65535
0013-0053-1018,352.559,26351.172,4768,53712,0,65535
0013-0054-1017,225.842,12555.609,1568,21552,0,65535
0013-0055-1031,129.477,12728.866,5344,18544,0,65535
0013-0056-1032,123.321,10818.561,3952,15280,0,65535
0014-0001-0025,367.841,12018.613,4304,22736,0,65535
0014-0002-0062,168.108,5786.747,560,11584,0,65535
0014-0003-0076,400.105,14853.899,4096,25056,0,65535
0014-0004-0076,250.888,20461.712,10000,32064,0,65535
0014-0005-0102,413.264,7506.161,4080,13616,0,65535
0014-0006-0096,202.705,9107.669,5376,13632,0,65535
0014-0007-0154,628.493,9236.842,4448,17328,0,65535
0014-0008-0161,461.235,9255.275,3840,26000,0,65535
0014-0009-0159,100.822,2768.573,576,4112,0,65535
0014-0010-0194,655.874,15520.264,6336,44336,0,65535
0014-0011-0185,239.214,17756.067,5728,47008,0,65535
0014-0012-0181,164.499,30236.036,13392,43152,0,65535
0014-0013-0181,116.105,9145.857,6400,11984,0,65535
0014-0014-0199,101.034,10404.941,7616,12864,0,65535
0014-0015-0201,106.553,11459.793,9072,13872,0,65535
0014-0016-0214,114.831,7064.429,4048,11984,0,65535
0014-0017-0228,304.589,11857.583,3920,23552,0,65535
0014-0018-0231,441.282,10253.083,4672,15952,0,65535
0014-0019-0226,128.84,19061.535,2224,33312,0,65535
0014-0020-0249,404.986,27413.283,4480,49024,0,65535
0014-0021-0250,258.954,10443.541,3440,15552,0,65535
0014-0022-0245,188.484,11756.703,4608,17552,0,65535
0014-0023-0243,101.034,12338.756,6944,17584,0,65535
0014-0024-0271,261.288,20955.308,7632,36944,0,65535
0014-0025-0283,149.853,13341.802,4288,28480,0,65535
0014-0026-0304,387.157,14784.053,8544,24144,0,65535
0014-0027-0315,372.511,12088.998,4336,23568,0,65535
0014-0028-0300,108.463,2714.583,912,6048,0,65535
0014-0029-0374,205.889,13744.61,6704,19760,0,65535
0014-0030-0398,157.707,15105.141,1584,27616,0,65535
0014-0031-0429,291.217,13395.009,1856,21712,0,65535
0014-0032-0437,133.297,12992.153,1488,25536,0,65535
0014-0033-0449,652.903,11858.45,1312,25600,0,65535
0014-0034-0459,316.051,22871.769,3136,41360,0,65535
0014-0035-0450,123.321,19139.277,2800,30736,0,65535
0014-0036-0467,163.65,12138.189,3424,18144,0,65535
0014-0037-0483,355.318,12344.344,4640,19408,0,65535
0014-0038-0492,518.968,15092.875,3360,28368,0,65535
0014-0039-0488,290.368,19262.69,5920,35712,0,65535
0014-0040-0504,285.273,7171.738,464,16592,0,65535
0014-0041-0506,379.94,24619.298,13456,40960,0,65535
0014-0042-0536,266.17,6844.632,2176,15152,0,65535
0014-0043-0579,516.209,17748.204,8848,28832,0,65535
0014-0044-0569,276.571,14041.553,1584,19984,0,65535
0014-0045-0574,105.279,15959.387,7520,23504,0,65535
0014-0046-0602,420.269,15695.095,6400,27248,0,65535
0014-0047-0604,177.447,18795.407,4768,27008,0,65535
0014-0048-0610,199.946,18735.796,6928,26576,0,65535
0014-0049-0633,300.344,8112.441,5424,12592,0,65535
0014-0050-0637,384.822,12377.699,6176,26768,0,65535
0014-0051-0681,273.175,11029.445,6624,32048,0,65535
0014-0052-0710,165.136,14849.152,9952,19776,0,65535
0014-0053-0714,256.831,13676.02,2016,26672,0,65535
0014-0054-0732,633.375,9979.206,5200,14528,0,65535
0014-0055-0720,217.351,22582.391,1488,37152,0,65535
0014-0056-0739,942.421,16244.468,9104,24384,0,65535
0014-0057-0734,199.734,11005.518,6480,15280,0,65535
0014-0058-0769,193.578,16357.404,1792,35920,0,65535
0014-0059-0770,114.194,9746.201,2800,19984,0,65535
0014-0060-0785,137.967,10466.732,1152,25504,0,65535
0014-0061-0798,265.109,11314.331,3488,22752,0,65535
0014-0062-0801,139.665,12696.632,1248,25712,0,65535
0014-0063-0830,286.759,4310.632,672,8400,0,65535
0014-0064-0832,228.813,12646.263,4352,21824,0,65535
0014-0065-0836,320.508,8915.02,4256,15264,0,65535
0014-0066-0834,213.318,10175.698,6016,19104,0,65535
0014-0067-0836,212.469,5395.676,3472,10032,0,65535
0014-0068-0851,228.601,11332.323,4144,19920,0,65535
0014-0069-0882,557.387,5640.487,1184,9344,0,65535
0014-0070-0889,654.176,18145.085,9456,25040,0,65535
0014-0071-0889,170.867,43813.585,6048,65520,0,65535
0014-0072-0894,264.26,20193.632,12560,26080,0,65535
0014-0073-0894,201.856,11821.476,3040,21552,0,65535
0014-0074-0900,293.339,17443.056,8624,25600,0,65535
0014-0075-0930,369.752,10813.649,3216,19392,0,65535
0014-0076-0944,252.586,11546.729,4176,23056,0,65535
0014-0077-0963,330.06,18864.576,6592,43568,0,65535
0014-0078-0980,364.87,18865.061,1424,31936,0,65535
0014-0079-1005,286.123,12862.291,2512,36576,0,65535
0014-0080-1008,218.413,2104.163,1120,3824,0,65535
0014-0081-1014,129.477,14398.977,736,58160,0,65535
0014-0082-1027,163.862,10202.736,4880,18112,0,65535
0015-0001-0021,299.495,10129.44,7184,23616,0,65535
0015-0002-0025,132.448,6965.872,2112,9136,0,65535
0015-0003-0045,168.744,6770.335,2240,8832,0,65535
0015-0004-0062,239.638,7093.329,1024,16848,0,65535
0015-0005-0160,349.587,18375.441,4272,32880,0,65535
0015-0006-0173,110.374,4425.846,736,9776,0,65535
0015-0007-0212,340.248,12730.52,4560,21152,0,65535
0015-0008-0247,275.51,25773.646,1904,65520,0,65535
0015-0009-0269,381.85,7111.373,528,15984,0,65535
0015-0010-0263,271.477,3531.159,1120,7408,0,65535
0015-0011-0284,205.04,32841.292,2704,64288,0,65535
0015-0012-0284,125.868,1831.393,464,3280,0,65535
0015-0013-0294,153.462,2504.985,720,8816,0,65535
0015-0014-0312,323.692,6719.99,448,16032,0,65535
0015-0015-0339,361.898,13729.623,6208,23088,0,65535
0015-0016-0345,403.501,16664.45,6320,35536,0,65535
0015-0017-0364,231.36,10488.117,5248,15168,0,65535
0015-0018-0362,391.402,7477.874,3616,11408,0,65535
0015-0019-0376,156.858,9814.885,5344,14448,0,65535
0015-0020-0398,189.758,16300.814,6240,30080,0,65535
0015-0021-0405,557.599,13639.029,6560,23040,0,65535
0015-0022-0399,112.708,9886.885,4432,15872,0,65535
0015-0023-0409,273.175,11319.534,5552,17488,0,65535
0015-0024-0421,171.291,13092.064,7216,22160,0,65535
0015-0025-0430,176.598,11140.558,4768,23968,0,65535
0015-0026-0596,302.042,17201.529,7456,35952,0,65535
0015-0027-0633,485.856,14135.934,6688,25136,0,65535
0015-0028-0645,117.166,9608.319,3568,18864,0,65535
0015-0029-0658,218.625,10495.348,4928,16704,0,65535
0015-0030-0700,406.048,14694.373,5520,28688,0,65535
0015-0031-0729,300.131,18775.004,7760,32304,0,65535
0015-0032-0735,114.831,8171.357,3808,13200,0,65535
0015-0033-0750,204.191,7556.657,3776,11936,0,65535
0015-0034-0764,414.538,17683.867,5664,32656,0,65535
0015-0035-0782,412.203,24169.359,14160,41296,0,65535
0015-0036-0794,266.383,9463.828,4992,14960,0,65535
0015-0037-0793,165.561,9653.826,4944,14384,0,65535
0015-0038-0802,212.045,7890.707,3296,14080,0,65535
0015-0039-0799,299.282,37067.563,15008,65520,0,65535
0015-0040-0809,121.199,15565.058,848,65200,0,65535
0015-0041-0947,159.617,1542.213,416,3216,0,65535
0015-0042-0960,191.244,33717.327,2016,65520,0,65535
0015-0043-0973,274.448,5136.322,464,15360,0,65535
0015-0044-1017,239.001,18697.591,3296,33552,0,65535
0016-0001-0012,115.892,6536.615,3424,9952,0,65535
0016-0002-0011,147.094,12248.312,1088,33056,0,65535
0016-0003-0014,184.027,7067.11,3968,10768,0,65535
0016-0004-0147,141.575,1591.076,432,4960,0,65535
0016-0005-0158,155.372,40022.667,3952,65520,0,65535
0016-0006-0173,241.761,5116.488,464,16960,0,65535
0016-0007-0218,201.644,20359.411,4432,33472,0,65535
0016-0008-0259,231.572,34133.676,7392,62832,0,65535
0016-0009-0305,437.25,18268.458,6528,28960,0,65535
0016-0010-0320,247.067,25368.605,4352,41760,0,65535
0016-0011-0331,106.553,812.685,288,1552,0,65535
0016-0012-0370,467.39,15800.872,7568,26304,0,65535
0016-0013-0367,386.732,14685.286,6224,24976,0,65535
0016-0014-0434,361.474,16006.332,7232,26768,0,65535
0016-0015-0436,191.456,15241.295,7440,22272,0,65535
0016-0016-0451,142,14759.247,9776,20720,0,65535
0016-0017-0474,259.378,6018.736,2128,14272,0,65535
0016-0018-0486,257.256,2566.112,304,15360,0,65535
0016-0019-0529,318.173,4177.131,768,14384,0,65535
0016-0020-0577,268.93,15975.855,4864,23296,0,65535
0016-0021-0624,584.768,1557.041,528,3264,0,65535
0016-0022-0672,382.063,11936.178,4464,19040,0,65535
0016-0023-0785,277.844,17183.047,5104,42032,0,65535
0016-0024-0804,174.051,3974.868,384,20080,0,65535
0016-0025-0912,323.267,11896.257,4208,17088,0,65535
0016-0026-0950,380.152,8876.105,1728,15904,0,65535
0016-0027-0951,286.547,10788.184,3072,15920,0,65535
0016-0028-1004,465.055,5743.547,1456,11616,0,65535
0016-0029-1016,255.982,9834.76,4656,12720,0,65535
0016-0030-1018,243.883,14159.178,3008,25760,0,65535
0016-0031-1019,245.369,9017.287,2688,13776,0,65535
0016-0032-1025,213.743,6474.931,4640,10192,0,65535
0017-0001-0020,289.943,13230.735,1472,26432,0,65535
0017-0002-0040,303.528,6281.835,2000,9424,0,65535
0017-0003-0096,469.3,6565.673,3216,9632,0,65535
0017-0004-0099,237.728,11087.029,5808,29072,0,65535
0017-0005-0099,190.607,8947.67,5424,18480,0,65535
0017-0006-0143,328.574,6767.307,2064,9328,0,65535
0017-0007-0131,211.833,9508.778,7136,12752,0,65535
0017-0008-0167,257.68,7209.964,1024,17456,0,65535
0017-0009-0257,285.698,19327.097,1200,36640,0,65535
0017-0010-0264,364.445,18555.21,5120,31536,0,65535
0017-0011-0319,354.894,1618.469,368,7632,0,65535
0017-0012-0349,302.042,23676.84,1680,65520,0,65535
0017-0013-0371,387.794,6927.834,544,14592,0,65535
0017-0014-0365,281.877,3296.265,1216,7104,0,65535
0017-0015-0388,225.417,31630.433,3184,63872,0,65535
0017-0016-0386,118.864,1572.686,320,2896,0,65535
0017-0017-0392,110.161,2040.755,640,6112,0,65535
0017-0018-0415,342.371,6447.762,768,14336,0,65535
0017-0019-0442,411.779,12129.592,5152,20496,0,65535
0017-0020-0448,417.085,15842.589,5936,33184,0,65535
0017-0021-0467,232.421,9003.426,4736,12272,0,65535
0017-0022-0465,398.831,6706.563,3440,11552,0,65535
0017-0023-0479,159.617,8608.574,4688,12480,0,65535
0017-0024-0502,199.734,14568.876,6032,25424,0,65535
0017-0025-0508,572.245,11923.887,5536,20096,0,65535
0017-0026-0501,131.599,8157.91,4128,12928,0,65535
0017-0027-0513,265.321,9770.035,5248,14944,0,65535
0017-0028-0524,178.72,11137.064,6160,18384,0,65535
0017-0029-0534,176.173,9354.082,3952,19584,0,65535
0017-0030-0555,297.584,10991.897,2544,19024,0,65535
0017-0031-0621,277.208,15558.848,5648,41280,0,65535
0017-0032-0647,310.32,23455.256,3344,43776,0,65535
0017-0033-0699,293.764,17458.543,7616,35200,0,65535
0017-0034-0736,479.489,13980.671,6416,24464,0,65535
0017-0035-0761,210.134,10585.341,5392,16896,0,65535
0017-0036-0802,394.161,14635.184,5552,28336,0,65535
0017-0037-0817,553.354,18248.942,960,32144,0,65535
0017-0038-0798,293.552,15996.714,5760,30208,0,65535
0017-0039-0832,292.915,16468.788,7296,28784,0,65535
0017-0040-0838,102.308,7858.257,3824,11760,0,65535
0017-0041-0843,121.199,8220.413,3920,12688,0,65535
0017-0042-0859,245.794,4296.58,480,12912,0,65535
0017-0043-0867,406.26,14625.546,3888,26928,0,65535
0017-0044-0886,399.892,20844.391,12384,36560,0,65535
0017-0045-0891,217.776,9863.891,5824,15488,0,65535
0017-0046-0898,158.132,8080.666,3712,11776,0,65535
0017-0047-0905,203.555,6426.327,2768,11360,0,65535
0017-0048-0902,288.245,33800.518,14320,65520,0,65535
0017-0049-0914,262.774,7445.622,4016,10976,0,65535
0017-0050-0912,132.236,13871.717,672,57792,0,65535
0017-0051-0947,522.789,13224.315,5392,40336,0,65535
0018-0001-0029,348.951,13316.993,7472,21760,0,65535
0018-0002-0033,369.115,10623.641,4208,21040,0,65535
0018-0003-0093,197.824,12093.15,6064,17616,0,65535
0018-0004-0118,147.094,13198.268,1584,24704,0,65535
0018-0005-0149,268.505,14548.756,2592,25120,0,65535
0018-0006-0156,116.954,11523.949,1408,23264,0,65535
0018-0007-0169,617.668,11265.924,1008,24064,0,65535
0018-0008-0172,185.725,22428.16,8160,39088,0,65535
0018-0009-0169,115.043,18151.528,3280,28128,0,65535
0018-0010-0188,151.552,11137.008,2192,17152,0,65535
0018-0011-0191,117.378,18584.246,9344,35904,0,65535
0018-0012-0203,336.64,13344.373,4384,21488,0,65535
0018-0013-0208,270.415,20379.353,6368,39184,0,65535
0018-0014-0214,275.297,15389.064,7888,27648,0,65535
0018-0015-0216,130.963,11725.122,6736,19072,0,65535
0018-0016-0227,364.445,22939.322,12512,40320,0,65535
0018-0017-0236,196.338,1484.246,608,2768,0,65535
0018-0018-0246,123.109,12430.207,6336,19888,0,65535
0018-0019-0267,153.462,11429.687,5936,18080,0,65535
0018-0020-0300,517.058,16236.079,7968,29136,0,65535
0018-0021-0290,357.441,17145.577,3568,29504,0,65535
0018-0022-0323,390.128,16323.134,6960,33056,0,65535
0018-0023-0324,174.475,21139.601,9968,38032,0,65535
0018-0024-0331,179.782,20390.819,10448,32656,0,65535
0018-0025-0353,300.768,7317.171,5040,10352,0,65535
0018-0026-0376,776.649,16349.63,7504,24080,0,65535
0018-0027-0401,271.689,10208.513,6384,34432,0,65535
0018-0028-0424,204.828,5046.068,816,14160,0,65535
0018-0029-0430,176.386,15354.705,9664,19984,0,65535
0018-0030-0435,234.12,15873.146,4368,33472,0,65535
0018-0031-0452,623.823,9434.507,5232,13728,0,65535
0018-0032-0440,196.975,25399.207,3136,41152,0,65535
0018-0033-0431,100.61,6200.068,2304,9568,0,65535
0018-0034-0458,910.371,16861.668,9376,25088,0,65535
0018-0035-0449,178.72,10585.824,7200,13840,0,65535
0018-0036-0489,170.442,19111.631,3840,40592,0,65535
0018-0037-0522,395.223,11279.201,4624,19136,0,65535
0018-0038-0518,243.034,13830.693,4288,28448,0,65535
0018-0039-0520,131.175,15679.068,1936,34480,0,65535
0018-0040-0564,700.024,9102.845,4016,14080,0,65535
0018-0041-0552,357.865,3845.741,336,7360,0,65535
0018-0042-0553,203.767,12292.85,5568,23392,0,65535
0018-0043-0556,326.451,8489.852,4432,14224,0,65535
0018-0044-0556,161.315,4975.495,3312,9168,0,65535
0018-0045-0571,213.531,12804.74,3136,23136,0,65535
0018-0046-0602,576.915,5350.887,1440,8432,0,65535
0018-0047-0609,679.647,18955.548,10208,26496,0,65535
0018-0048-0609,164.499,43852.49,9440,65520,0,65535
0018-0049-0615,233.483,21284.989,13376,29008,0,65535
0018-0050-0619,354.045,9059.616,2480,17152,0,65535
0018-0051-0620,276.783,19742.061,9088,30736,0,65535
0018-0052-0648,358.714,13419.276,4112,24640,0,65535
0018-0053-0663,240.699,12909.841,4352,28096,0,65535
0018-0054-0682,327.088,18872.244,5744,45648,0,65535
0018-0055-0684,159.83,23516.133,2416,40304,0,65535
0018-0056-0693,247.279,6854.194,2864,11728,0,65535
0018-0057-0719,184.876,23115.15,5744,41472,0,65535
0018-0058-0724,289.306,15729.033,2864,45648,0,65535
0018-0059-0726,205.465,2525.752,976,5440,0,65535
0018-0060-0733,107.827,18053.575,1024,65520,0,65535
0018-0061-0760,386.732,13347.881,5728,22768,0,65535
0018-0062-0773,274.024,17370.187,7664,22272,0,65535
0018-0063-0784,431.094,18073.887,2240,34624,0,65535
0018-0064-0793,244.308,11770.064,5696,18448,0,65535
0018-0065-0816,359.351,19788.834,10704,31984,0,65535
0018-0066-0847,489.677,19582.807,6192,37216,0,65535
0018-0067-0856,200.795,19682.3,1968,38608,0,65535
0018-0068-0878,270.415,41802.914,4752,65520,0,65535
0018-0069-0882,227.964,9583.33,3328,17168,0,65535
0018-0070-0902,521.94,12180.685,6800,18528,0,65535
0018-0071-0914,235.818,10703.669,2416,39936,0,65535
0018-0072-0926,268.505,17899.219,3152,29024,0,65535
0019-0001-0017,302.891,11513.744,2960,20080,0,65535
0019-0002-0023,363.596,14352.448,8688,21280,0,65535
0019-0003-0028,169.593,23909.867,10160,43824,0,65535
0019-0004-0101,217.139,10349.372,4096,17568,0,65535
0019-0005-0188,275.934,18900.738,7104,34000,0,65535
0019-0006-0186,209.71,10119.789,1392,17024,0,65535
0019-0007-0205,195.276,16035.617,6784,25424,0,65535
0019-0008-0222,274.873,12185.563,4736,19280,0,65535
0019-0009-0224,176.386,15314.176,1680,28592,0,65535
0019-0010-0237,291.004,13385.605,4832,21184,0,65535
0019-0011-0231,272.963,17088.448,6512,33872,0,65535
0019-0012-0252,302.891,12189.645,4480,20560,0,65535
0019-0013-0256,223.719,16943.332,2064,31584,0,65535
0019-0014-0272,254.496,12153.648,1952,19072,0,65535
0019-0015-0282,215.229,10603.424,608,19664,0,65535
0019-0016-0278,165.773,18158.3,1632,34752,0,65535
0019-0017-0293,217.563,13189.37,3024,20048,0,65535
0019-0018-0294,155.372,13581.617,4480,21440,0,65535
0019-0019-0306,458.687,19038.867,3744,25664,0,65535
0019-0020-0305,157.282,11144.81,5440,19552,0,65535
0019-0021-0335,193.578,14495.737,7408,23648,0,65535
0019-0022-0341,238.789,13438.478,1296,23344,0,65535
0019-0023-0351,242.61,12417.428,3936,20496,0,65535
0019-0024-0389,220.747,24256.585,2304,41392,0,65535
0019-0025-0405,286.123,15824.273,3904,25968,0,65535
0019-0026-0411,177.659,9717.333,496,24768,0,65535
0019-0027-0450,443.83,21925.211,10176,31280,0,65535
0019-0028-0460,399.256,11458.135,2832,18208,0,65535
0019-0029-0450,383.124,11802.008,2256,17664,0,65535
0019-0030-0474,354.045,12041.525,4464,17728,0,65535
0019-0031-0496,576.066,16917.777,4736,27152,0,65535
0019-0032-0483,203.979,19308.021,6272,32784,0,65535
0019-0033-0513,401.378,15770.001,7360,27936,0,65535
0019-0034-0524,336.427,16923.609,6672,24512,0,65535
0019-0035-0511,119.076,16117.533,7488,25072,0,65535
0019-0036-0524,183.178,14823.731,2288,25104,0,65535
0019-0037-0530,208.649,14784.472,2592,25744,0,65535
0019-0038-0533,302.466,18036.547,10176,24336,0,65535
0019-0039-0538,215.865,12848.975,3376,31600,0,65535
0019-0040-0547,231.785,13327.194,1440,22448,0,65535
0019-0041-0568,236.879,10134.552,3216,21040,0,65535
0019-0042-0587,129.052,7138.316,1072,24672,0,65535
0019-0043-0597,162.589,12083.509,5360,23440,0,65535
0019-0044-0609,284,20200.347,10096,29728,0,65535
0019-0045-0669,282.514,10895.086,4208,17088,0,65535
0019-0046-0680,216.927,15597.511,2272,25600,0,65535
0019-0047-0688,283.363,17869.795,6496,26400,0,65535
0019-0048-0713,584.556,16228.218,9792,20320,0,65535
0019-0049-0754,195.489,19610.093,9856,33104,0,65535
0019-0050-0764,486.281,11395.129,2384,18736,0,65535
0019-0051-0781,587.74,12012.279,1936,18704,0,65535
0019-0052-0780,339.824,16585.654,7888,23984,0,65535
0019-0053-0810,122.26,10572.222,4144,16576,0,65535
0019-0054-0831,437.462,11031.934,6080,17232,0,65535
0019-0055-0836,335.791,18513.113,10096,24928,0,65535
0019-0056-0841,223.082,9801.484,4400,14576,0,65535
0019-0057-0937,427.273,11541.619,4880,17904,0,65535
0019-0058-0926,383.336,11594.171,4960,18096,0,65535
0019-0059-0943,164.287,16284.651,4464,28640,0,65535
0019-0060-0955,274.873,21591.796,1968,38432,0,65535
0019-0061-0984,184.027,25936.332,5872,44240,0,65535
0019-0062-0992,196.975,23992.362,1856,39920,0,65535
0020-0001-0013,168.32,11389.317,4032,17104,0,65535
0020-0002-0016,187.847,35884.493,2720,55888,0,65535
0020-0003-0026,231.997,10666.598,4704,16864,0,65535
0020-0004-0040,220.96,13752.315,4240,25232,0,65535
0020-0005-0036,244.096,39664.32,17712,58896,0,65535
0020-0006-0047,348.738,12704.438,4320,20336,0,65535
0020-0007-0071,353.408,14897.807,5888,33296,0,65535
0020-0008-0075,177.871,18050.788,1648,34064,0,65535
0020-0009-0078,115.043,14717.963,6864,23744,0,65535
0020-0010-0090,259.166,13121.088,4880,20288,0,65535
0020-0011-0114,344.918,8940.898,2576,16624,0,65535
0020-0012-0106,209.498,14318.006,4208,22672,0,65535
0020-0013-0134,341.734,13849.6,7696,20528,0,65535
0020-0014-0136,406.685,12685.086,3792,22320,0,65535
0020-0015-0163,287.184,12863.574,3056,28736,0,65535
0020-0016-0185,328.149,24388.895,7328,37392,0,65535
0020-0017-0214,285.273,14753.631,4768,20976,0,65535
0020-0018-0251,540.194,14233.581,6992,18352,0,65535
0020-0019-0263,384.185,10497.733,3776,19808,0,65535
0020-0020-0273,296.948,16583.297,6000,26688,0,65535
0020-0021-0278,319.235,14474.234,7024,22944,0,65535
0020-0022-0273,142.849,4786.782,1952,9056,0,65535
0020-0023-0300,320.508,19668.895,9072,29264,0,65535
0020-0024-0304,178.296,9185.81,4320,17616,0,65535
0020-0025-0312,325.602,17399.28,8208,31504,0,65535
0020-0026-0310,374.634,13151.32,4320,20048,0,65535
0020-0027-0339,107.402,4174.229,720,10256,0,65535
0020-0028-0359,209.285,9758.783,3232,15040,0,65535
0020-0029-0367,300.131,20187.621,7568,33600,0,65535
0020-0030-0359,111.223,33373.252,21664,46848,0,65535
0020-0031-0363,186.574,32469.388,16816,46608,0,65535
0020-0032-0369,408.383,14413.314,8032,19632,0,65535
0020-0033-0381,327.725,21578.238,12592,32832,0,65535
0020-0034-0394,383.336,16585.674,8272,23568,0,65535
0020-0035-0398,198.46,19554.687,7136,30832,0,65535
0020-0036-0400,104.43,6662.439,3456,14000,0,65535
0020-0037-0401,149.429,14169.114,2352,21168,0,65535
0020-0038-0416,417.722,12003.911,3424,18480,0,65535
0020-0039-0417,292.915,14168.301,1920,28144,0,65535
0020-0040-0421,229.238,30651.037,1584,65520,0,65535
0020-0041-0419,234.969,11852.257,7232,19504,0,65535
0020-0042-0425,154.948,10314.586,4208,18048,0,65535
0020-0043-0436,267.019,18597.405,3776,30320,0,65535
0020-0044-0438,188.06,22893.129,3952,38784,0,65535
0020-0045-0446,231.997,15263.546,6672,25760,0,65535
0020-0046-0461,325.178,12205.399,4624,19056,0,65535
0020-0047-0459,101.459,32806.695,12928,49296,0,65535
0020-0048-0468,231.572,14331.322,3152,22240,0,65535
0020-0049-0489,293.127,15020.883,5840,24336,0,65535
0020-0050-0482,112.708,16073.401,5984,25744,0,65535
0020-0051-0489,185.937,10622.247,4448,18864,0,65535
0020-0052-0491,158.556,15686.062,5456,27856,0,65535
0020-0053-0510,347.889,14778.572,5488,25248,0,65535
