ROI,Area,Mean,Min,Max,MinThr,MaxThr
0026-0037-0817,216.714,10729.669,2352,26416,0,65535
0026-0038-0821,212.682,18972.854,8016,29392,0,65535
0026-0039-0830,206.738,9716.928,1856,20400,0,65535
0026-0040-0855,215.865,16222.332,9696,27424,0,65535
0026-0041-0886,380.577,21239.978,6816,65520,0,65535
0026-0042-0883,318.598,10064.458,2784,16400,0,65535
0026-0043-0878,338.975,21603.807,2512,33056,0,65535
0026-0044-0883,260.864,10524.433,3024,19360,0,65535
0026-0045-0901,287.184,17128.798,5568,41072,0,65535
0026-0046-0926,220.535,11934.352,1056,20496,0,65535
0026-0047-0955,372.936,12659.579,4992,19728,0,65535
0026-0048-0978,332.395,8368.041,2416,15456,0,65535
0026-0049-1022,182.117,18852.923,3088,32512,0,65535
0026-0050-1026,147.519,9106.394,2160,13392,0,65535
0027-0001-0022,316.051,8307.718,4640,11008,0,65535
0027-0002-0029,422.179,38654.222,13696,65520,0,65535
0027-0003-0013,150.278,15930.26,3024,22400,0,65535
0027-0004-0027,500.29,17395.279,3568,28704,0,65535
0027-0005-0030,425.363,11229.453,3296,17008,0,65535
0027-0006-0028,184.876,8249.02,2896,11248,0,65535
0027-0007-0054,238.152,11370.738,1808,21760,0,65535
0027-0008-0073,350.012,9061.269,4848,14144,0,65535
0027-0009-0090,331.121,28705.815,7008,44288,0,65535
0027-0010-0119,287.821,19183.221,3712,34656,0,65535
0027-0011-0120,337.701,7834.258,5008,9936,0,65535
0027-0012-0135,144.123,10402.804,3120,15712,0,65535
0027-0013-0157,219.474,25939.188,3424,43296,0,65535
0027-0014-0168,137.543,14924.321,6544,24528,0,65535
0027-0015-0202,287.396,12992.851,1424,23824,0,65535
0027-0016-0211,341.097,7517.7,3472,10560,0,65535
0027-0017-0230,279.118,10102.4,2624,15536,0,65535
0027-0018-0231,195.489,15089.633,5136,25360,0,65535
0027-0019-0264,248.978,30059.171,2528,65520,0,65535
0027-0020-0264,253.435,13089.286,1392,23792,0,65535
0027-0021-0283,201.856,14920.395,6352,22224,0,65535
0027-0022-0304,322.418,17091.097,2816,25552,0,65535
0027-0023-0326,162.164,20576.293,4688,43520,0,65535
0027-0024-0347,154.311,11227.202,4032,15904,0,65535
0027-0025-0370,265.534,9137.189,976,14592,0,65535
0027-0026-0368,262.137,33253.001,5280,53760,0,65535
0027-0027-0363,192.517,18973.319,1936,39872,0,65535
0027-0028-0368,302.254,8121.652,2864,14688,0,65535
0027-0029-0384,220.111,11290.785,4384,35120,0,65535
0027-0030-0404,186.149,19243.822,4096,44432,0,65535
0027-0031-0407,276.995,18697.293,1360,37328,0,65535
0027-0032-0411,350.649,20201.598,4656,50640,0,65535
0027-0033-0419,327.725,12169.016,784,23072,0,65535
0027-0034-0423,281.241,11137.171,1408,18912,0,65535
0027-0035-0421,144.759,21124.504,4960,44096,0,65535
0027-0036-0456,200.158,14197.463,2048,24368,0,65535
0027-0037-0459,295.674,10797.634,2736,18240,0,65535
0027-0038-0471,364.87,17508.049,9488,26304,0,65535
0027-0039-0491,279.755,14111.697,5824,23072,0,65535
0027-0040-0488,296.735,10644.864,3024,18864,0,65535
0027-0041-0501,313.504,6985.5,2080,11008,0,65535
0027-0042-0518,235.818,10496.115,1136,18848,0,65535
0027-0043-0556,892.753,21324.546,1568,49232,0,65535
0027-0044-0534,233.907,14468.341,6592,23280,0,65535
0027-0045-0540,255.557,13917.648,1024,25216,0,65535
0027-0046-0592,280.392,13825.211,5712,25040,0,65535
0027-0047-0606,206.314,19746.239,5888,39808,0,65535
0027-0048-0621,391.827,13862.371,5264,29888,0,65535
0027-0049-0616,231.785,10788.864,4368,17232,0,65535
0027-0050-0621,207.163,18730.475,2848,39408,0,65535
0027-0051-0640,284,27701.453,4288,65520,0,65535
0027-0052-0670,279.967,10851.578,3712,17840,0,65535
0027-0053-0693,304.589,14816.045,6096,27776,0,65535
0027-0054-0750,514.087,10042.213,4128,13456,0,65535
0027-0055-0748,251.949,20232.977,1744,38592,0,65535
0027-0056-0783,133.085,29657.722,2640,65520,0,65535
0027-0057-0813,663.091,25393.562,6880,43024,0,65535
0027-0058-0803,208.224,18398.141,1968,28960,0,65535
0027-0059-0830,444.679,9553.94,3536,17392,0,65535
0027-0060-0823,187.423,11799.212,2464,19680,0,65535
0027-0061-0889,278.694,6876.466,3216,10336,0,65535
0027-0062-0904,381.85,6524.789,1904,9824,0,65535
0027-0063-0898,307.348,9749.901,4272,13024,0,65535
0027-0064-0898,273.387,14424.745,10096,23376,0,65535
0027-0065-0907,327.937,6743.001,2400,9696,0,65535
0027-0066-0915,279.967,11537.71,3952,19776,0,65535
0027-0067-0918,254.708,16677.427,3408,30624,0,65535
0027-0068-0929,266.807,14805.41,4880,23248,0,65535
0027-0069-0928,240.699,14014.97,4656,22832,0,65535
0027-0070-0949,192.942,9330.042,1728,15968,0,65535
0027-0071-0954,166.834,12193.079,4064,20288,0,65535
0027-0072-0959,231.148,10303.574,3392,23008,0,65535
0027-0073-0970,299.707,17153.11,3088,26528,0,65535
0027-0074-0979,443.193,11407.28,4144,17168,0,65535
0027-0075-0993,300.981,24941.766,2288,40816,0,65535
0027-0076-1025,145.821,11422.603,5744,15232,0,65535
0027-0077-1025,197.399,18551.708,5584,36304,0,65535
0028-0001-0010,117.166,19102.116,9264,25376,0,65535
0028-0002-0076,258.105,14758.829,3296,23680,0,65535
0028-0003-0081,374.846,10386.464,5856,16688,0,65535
0028-0004-0093,352.347,17126.718,5568,43216,0,65535
0028-0005-0096,208.012,34124.098,3536,65520,0,65535
0028-0006-0127,264.472,14119.833,3008,25152,0,65535
0028-0007-0153,276.359,19243.048,4384,33184,0,65535
0028-0008-0168,237.94,15213.36,5920,21248,0,65535
0028-0009-0185,310.532,13460.145,2448,23520,0,65535
0028-0010-0191,194.852,18721.272,2976,51168,0,65535
0028-0011-0219,248.553,11604.072,5504,19568,0,65535
0028-0012-0263,190.395,23382.796,1968,44848,0,65535
0028-0013-0298,427.698,11887.667,5136,18784,0,65535
0028-0014-0301,399.68,13883.327,6736,20752,0,65535
0028-0015-0445,338.762,16037.023,2864,30512,0,65535
0028-0016-0507,269.566,18829.304,6944,29904,0,65535
0028-0017-0519,408.807,17705.08,7936,29296,0,65535
0028-0018-0596,313.928,10615.638,1232,19568,0,65535
0028-0019-0595,213.955,18221.111,1552,40624,0,65535
0028-0020-0608,164.924,4476.644,624,22032,0,65535
0028-0021-0696,212.045,13239.864,2512,19184,0,65535
0028-0022-0721,274.236,22769.003,2048,34208,0,65535
0028-0023-0763,330.484,22452.347,4928,57184,0,65535
0028-0024-0798,216.29,13615.105,5840,22704,0,65535
0028-0025-0803,272.114,24198.927,2624,50768,0,65535
0028-0026-0855,225.417,10055.729,2368,19376,0,65535
0028-0027-0870,323.267,18584.867,5136,33328,0,65535
0028-0028-0952,272.326,19730.02,480,55392,0,65535
0028-0029-0975,323.267,14901.064,4592,23056,0,65535
0028-0030-0998,356.592,13244.362,5952,21504,0,65535
0028-0031-1004,141.575,10605.577,4432,15152,0,65535
0029-0001-0149,143.061,14948.249,4784,24352,0,65535
0029-0002-0208,223.082,14053.404,2464,24480,0,65535
0029-0003-0247,348.314,13621.558,6592,22800,0,65535
0029-0004-0304,278.057,11935.194,2720,20384,0,65535
0029-0005-0314,159.83,18490.603,1088,30816,0,65535
0029-0006-0323,375.695,28618.323,8704,50800,0,65535
0029-0007-0373,182.541,20174.995,1520,51264,0,65535
0029-0008-0420,253.01,19150.161,2528,35024,0,65535
0029-0009-0599,314.14,12182.324,3072,21680,0,65535
0029-0010-0603,188.06,14908.063,1440,35952,0,65535
0029-0011-0629,438.099,24112.054,5792,41440,0,65535
0029-0012-0709,572.882,24888.738,1552,57952,0,65535
0029-0013-0727,322.418,13174.12,4848,23232,0,65535
0029-0014-0739,340.46,19963.102,6112,33712,0,65535
0029-0015-0766,115.892,16563.81,1600,30288,0,65535
0029-0016-0778,105.492,18182.406,6144,35232,0,65535
0029-0017-0858,263.623,19729.43,1264,41712,0,65535
0029-0018-0857,209.71,33773.992,1648,65520,0,65535
0030-0001-0021,312.442,13888.315,3904,23872,0,65535
0030-0002-0021,318.81,16116.996,2640,25024,0,65535
0030-0003-0027,167.259,16324.142,3056,27328,0,65535
0030-0004-0039,223.719,21031.727,6480,33552,0,65535
0030-0005-0067,279.33,12720.742,4048,24736,0,65535
0030-0006-0104,283.575,12777.401,3024,21616,0,65535
0030-0007-0110,233.058,11153.239,1872,27024,0,65535
0030-0008-0112,288.882,16315.639,3472,27776,0,65535
0030-0009-0227,238.789,14634.965,2448,24736,0,65535
0030-0010-0268,419.42,16231.142,5728,31696,0,65535
0030-0011-0281,356.38,26246.137,8464,37808,0,65535
0030-0012-0393,562.057,12316.634,4352,21648,0,65535
0030-0013-0390,415.812,14187.647,4864,32464,0,65535
0030-0014-0395,354.257,14472.053,5664,21536,0,65535
0030-0015-0438,272.326,21238.959,4464,41872,0,65535
0030-0016-0476,345.13,14198.032,2160,22192,0,65535
0030-0017-0506,356.592,14426.095,2592,25952,0,65535
0030-0018-0539,292.278,11512.482,2672,18928,0,65535
0030-0019-0554,100.398,16575.087,7760,23952,0,65535
0030-0020-0562,321.357,12023.968,2928,18640,0,65535
0030-0021-0584,440.858,15556.476,2992,38736,0,65535
0030-0022-0600,152.188,3692.229,768,10672,0,65535
0030-0023-0635,629.13,16046.348,848,64048,0,65535
0030-0024-0625,251.737,26612.398,6880,46928,0,65535
0030-0025-0645,358.714,26028.885,6336,56688,0,65535
0030-0026-0642,192.305,15977.148,1776,33328,0,65535
0030-0027-0674,430.67,5355.844,880,28928,0,65535
0030-0028-0674,280.816,14305.875,1632,28352,0,65535
0030-0029-0698,324.966,13560.643,4560,20176,0,65535
0030-0030-0723,271.265,10024.138,4192,17728,0,65535
0030-0031-0733,364.658,11753.155,3664,21504,0,65535
0030-0032-0751,437.037,11873.08,2752,23360,0,65535
0030-0033-0756,419.42,6720.486,1024,13744,0,65535
0030-0034-0767,328.786,16251.063,2352,27920,0,65535
0030-0035-0775,314.565,15136.421,1968,25984,0,65535
0030-0036-0779,241.761,8046.441,1488,13808,0,65535
0030-0037-0780,273.812,13670.177,4656,24752,0,65535
0030-0038-0800,415.175,9591.067,1280,49168,0,65535
0030-0039-0795,272.538,10487.963,4192,18880,0,65535
0030-0040-0813,436.401,11124.335,1872,19184,0,65535
0030-0041-0821,252.161,14341.562,1504,28656,0,65535
0030-0042-0831,339.187,15496.611,10784,19792,0,65535
0030-0043-0848,455.928,14242.034,4944,24192,0,65535
0030-0044-0850,494.983,14741.605,5472,22768,0,65535
0030-0045-0836,128.628,2339.512,992,6720,0,65535
0030-0046-0872,428.122,2632.67,1328,5456,0,65535
0030-0047-0871,230.087,13590.199,6416,19904,0,65535
0030-0048-0876,263.836,9823.884,3648,17344,0,65535
0030-0049-0883,419.208,14512.016,4832,23888,0,65535
0030-0050-0914,287.821,33519.08,1712,65520,0,65535
0030-0051-0918,381.214,16451.59,6160,27824,0,65535
0030-0052-0934,300.131,16014.54,4528,27696,0,65535
0030-0053-0941,371.238,8621.878,3280,14080,0,65535
0030-0054-0944,349.8,15480.447,6736,28160,0,65535
0030-0055-0956,392.251,9368.597,3568,16080,0,65535
0030-0056-0956,246.855,37013.31,3312,60224,0,65535
0030-0057-0985,486.281,11244.11,4544,21504,0,65535
0030-0058-1015,397.77,13870.753,6128,27104,0,65535
0030-0059-1019,324.966,27211.548,11008,50080,0,65535
0030-0060-1021,292.915,12973.797,5392,21248,0,65535
0030-0061-1024,201.432,18522.048,9200,30224,0,65535
0030-0062-1029,115.68,12072.25,2704,18304,0,65535
0031-0001-0018,250.888,14848.014,6704,20816,0,65535
0031-0002-0018,192.517,16559.1,1920,40640,0,65535
0031-0003-0029,219.686,9799.08,1472,19568,0,65535
0031-0004-0077,431.519,18489.027,8256,56448,0,65535
0031-0005-0106,189.333,37084.287,3376,65520,0,65535
0031-0006-0119,143.91,31368.047,2032,65520,0,65535
0031-0007-0166,443.83,14838.963,6928,20768,0,65535
0031-0008-0155,154.735,18459.698,1840,36112,0,65535
0031-0009-0164,345.342,9306.011,3616,15008,0,65535
0031-0010-0239,239.638,14300.868,4320,36256,0,65535
0031-0011-0255,264.897,13345.615,3312,21920,0,65535
0031-0012-0254,319.447,18832.404,4544,40112,0,65535
0031-0013-0268,305.862,23252.985,2224,41792,0,65535
0031-0014-0284,263.411,18085.918,3616,40304,0,65535
0031-0015-0277,253.647,14748.532,1840,31008,0,65535
0031-0016-0296,403.713,13250.608,4432,28400,0,65535
0031-0017-0320,288.67,11871.835,3152,27360,0,65535
0031-0018-0346,248.128,18214.337,2608,31760,0,65535
0031-0019-0369,597.928,17019.911,8688,36400,0,65535
0031-0020-0358,247.492,21771.925,2352,36864,0,65535
0031-0021-0402,192.729,10118.238,3856,18608,0,65535
0031-0022-0417,238.152,27677.119,3328,49440,0,65535
0031-0023-0450,310.744,14623.18,4608,23472,0,65535
0031-0024-0450,215.653,12556.394,4416,24016,0,65535
0031-0025-0474,327.513,12648.928,1328,23472,0,65535
0031-0026-0483,263.623,13163.195,5472,18464,0,65535
0031-0027-0517,250.251,14477.625,4080,23600,0,65535
0031-0028-0522,200.371,20289.61,5456,36640,0,65535
0031-0029-0550,188.06,10935.404,1536,19488,0,65535
0031-0030-0545,174.051,21054.654,8624,32160,0,65535
0031-0031-0547,250.463,45537.6,3344,65520,0,65535
0031-0032-0558,344.493,14910.433,1856,24128,0,65535
0031-0033-0561,220.747,10754.662,1024,19952,0,65535
0031-0034-0568,248.765,38131.986,6064,64992,0,65535
0031-0035-0578,203.342,11758.18,6928,22976,0,65535
0031-0036-0574,219.474,12271.489,6064,19056,0,65535
0031-0037-0605,220.535,13672.131,4000,23424,0,65535
0031-0038-0643,322.206,10538.509,1360,16352,0,65535
0031-0039-0715,285.486,21998.965,5648,37936,0,65535
0031-0040-0733,212.682,10517.733,4432,21008,0,65535
0031-0041-0745,309.895,13444.921,6256,20608,0,65535
0031-0042-0745,347.889,14206.009,6320,22512,0,65535
0031-0043-0744,134.783,15881.398,1616,29648,0,65535
0031-0044-0769,380.789,16283.844,3248,31904,0,65535
0031-0045-0764,405.623,13685.534,5600,21040,0,65535
0031-0046-0798,165.773,13052.292,2336,20416,0,65535
0031-0047-0810,259.378,31629.25,5504,63440,0,65535
0031-0048-0818,383.124,13774.981,4304,22640,0,65535
0031-0049-0839,372.511,13572.495,3520,23792,0,65535
0031-0050-0834,227.115,35530.991,12144,65520,0,65535
0031-0051-0884,240.699,14078.857,6896,24256,0,65535
0031-0052-0896,428.759,21172.824,10064,28272,0,65535
0031-0053-0901,251.737,11184.863,3600,17376,0,65535
0031-0054-0907,276.571,14835.979,3808,23520,0,65535
0031-0055-0948,271.052,12578.03,4048,23136,0,65535
0031-0056-0953,268.93,16627.915,7616,26208,0,65535
0031-0057-0970,543.59,14407.56,6624,22432,0,65535
0031-0058-0972,258.741,8996.463,3312,21296,0,65535
0031-0059-0977,143.698,15456.284,2864,23648,0,65535
0031-0060-0993,206.526,14491.133,1248,32992,0,65535
0031-0061-1008,426.849,16208.557,8224,25056,0,65535
0031-0062-1015,492.224,13681.118,3872,25536,0,65535
0031-0063-1020,165.773,13048.113,3712,22224,0,65535
0031-0064-1027,185.725,16700.197,8832,23072,0,65535
0032-0001-0016,189.758,14043.955,1504,23312,0,65535
0032-0002-0013,145.396,14456.082,3200,21664,0,65535
0032-0003-0021,365.719,7709.437,2144,11920,0,65535
0032-0004-0018,186.998,15649.762,3440,31840,0,65535
0032-0005-0043,468.451,9288.721,5808,13568,0,65535
0032-0006-0076,332.819,13217.031,2176,25072,0,65535
0032-0007-0106,289.731,14776.756,1920,23392,0,65535
0032-0008-0127,324.117,9226.52,3248,14128,0,65535
0032-0009-0128,287.608,9404.198,5040,13712,0,65535
0032-0010-0144,494.559,9464.137,3328,14448,0,65535
0032-0011-0191,316.688,10453.534,4032,16000,0,65535
0032-0012-0191,253.435,11545.434,4320,18128,0,65535
0032-0013-0215,270.415,9347.353,1488,16752,0,65535
0032-0014-0278,576.066,12182.497,4624,19120,0,65535
0032-0015-0354,277.42,15246.813,2336,30544,0,65535
0032-0016-0403,417.297,36471.023,10016,65520,0,65535
0032-0017-0416,399.68,18264.565,6736,32448,0,65535
0032-0018-0421,507.082,15596.31,4368,30288,0,65535
0032-0019-0431,286.547,32424.45,5040,62784,0,65535
0032-0020-0438,353.62,16448.365,11008,28384,0,65535
0032-0021-0433,303.528,18552.615,5600,30784,0,65535
0032-0022-0444,222.233,17326.655,5984,32576,0,65535
0032-0023-0470,259.378,14382.363,5856,29680,0,65535
0032-0024-0482,224.143,23589.03,9008,33072,0,65535
0032-0025-0495,245.794,16749.361,7408,22528,0,65535
0032-0026-0509,260.439,8990.605,2144,16352,0,65535
0032-0027-0512,345.342,24790.933,3568,48448,0,65535
0032-0028-0517,259.803,8528.915,2464,15488,0,65535
0032-0029-0543,425.363,12569.269,2048,23360,0,65535
0032-0030-0547,586.254,11490.514,2480,16800,0,65535
0032-0031-0536,254.284,12827.245,3088,21344,0,65535
0032-0032-0548,312.867,7650.996,1664,12032,0,65535
0032-0033-0547,258.317,23301.561,4096,37664,0,65535
0032-0034-0574,294.613,19266.006,3216,31744,0,65535
0032-0035-0589,236.242,13191.173,3808,20592,0,65535
0032-0036-0601,334.305,15894.938,6624,25520,0,65535
0032-0037-0616,304.377,18101.255,4608,29808,0,65535
0032-0038-0623,170.442,18107.975,2144,36608,0,65535
0032-0039-0651,262.35,9713.294,3584,16048,0,65535
0032-0040-0673,785.139,16454.116,6592,24064,0,65535
0032-0041-0722,730.377,14047.335,7520,21728,0,65535
0032-0042-0710,324.541,21761.162,11536,33840,0,65535
0032-0043-0718,134.146,20238.253,2128,42736,0,65535
0032-0044-0761,223.294,26552.684,5104,44960,0,65535
0032-0045-0765,301.83,19693.108,7952,32048,0,65535
0032-0046-0766,147.943,39716.43,9696,65520,0,65535
0032-0047-0855,785.351,15680.489,6208,28176,0,65535
0032-0048-0849,393.312,13007.603,4016,22144,0,65535
0032-0049-0892,165.561,35478.81,11392,65520,0,65535
0032-0050-0909,515.148,15154.248,7008,21504,0,65535
0032-0051-0937,175.324,20107.119,10016,29552,0,65535
0032-0052-0969,456.14,20014.734,9216,30864,0,65535
0032-0053-0985,510.69,14698.82,4400,23168,0,65535
0032-0054-0984,136.694,24336.522,1376,42528,0,65535
0032-0055-1019,227.964,25099.367,2752,59056,0,65535
0032-0056-1024,216.29,26859.808,7824,58576,0,65535
0032-0057-1031,104.855,24433.393,3632,34736,0,65535
0033-0001-0015,276.571,11535.57,5392,19664,0,65535
0033-0002-0011,148.368,10773.379,4240,14880,0,65535
0033-0003-0034,234.969,23317.463,3552,39952,0,65535
0033-0004-0045,384.185,11686.506,5744,23440,0,65535
0033-0005-0050,349.8,12276.835,5280,18064,0,65535
0033-0006-0057,197.399,9944.034,2800,16464,0,65535
0033-0007-0080,268.293,9151.557,2960,18992,0,65535
0033-0008-0110,414.963,17038.723,3312,26448,0,65535
0033-0009-0118,202.281,22639.547,2736,43968,0,65535
0033-0010-0128,275.51,9704.74,4592,18144,0,65535
0033-0011-0131,120.562,31440.085,5600,54304,0,65535
0033-0012-0148,171.291,11268.659,7216,15872,0,65535
0033-0013-0159,261.076,14363.473,5664,25248,0,65535
0033-0014-0175,306.711,13545.257,5616,21248,0,65535
0033-0015-0217,229.45,9533.824,4144,16176,0,65535
0033-0016-0224,209.285,8938.223,864,19920,0,65535
0033-0017-0427,406.472,20858.711,2496,35360,0,65535
0033-0018-0431,129.265,25288.512,1296,56688,0,65535
0033-0019-0538,203.555,33015.441,9616,63856,0,65535
0033-0020-0559,372.511,32014.988,11424,65520,0,65535
0033-0021-0550,233.483,9114.575,1776,14384,0,65535
0033-0022-0553,167.895,23180.399,3600,36672,0,65535
0033-0023-0563,120.987,38544.702,17312,65520,0,65535
0033-0024-0588,218.625,49583.223,10544,65520,0,65535
0033-0025-0636,200.371,15447.898,6176,24176,0,65535
0033-0026-0674,225.205,33264.347,13616,55776,0,65535
0033-0027-0749,265.746,25769.661,1504,55520,0,65535
0033-0028-0767,178.933,19523.056,1904,37632,0,65535
0033-0029-0779,387.581,10393.533,4896,17584,0,65535
0033-0030-0803,456.565,12183.721,6304,16176,0,65535
0033-0031-0802,195.489,13809.789,1968,28128,0,65535
0033-0032-0856,505.172,23200.894,2432,50736,0,65535
0033-0033-0874,367.417,14065.571,6624,25120,0,65535
0033-0034-0875,285.486,14806.59,5440,23216,0,65535
0033-0035-0967,262.35,12168.608,3440,22320,0,65535
0034-0001-0011,137.543,8910,3792,13488,0,65535
0034-0002-0031,281.877,10398.566,4752,29296,0,65535
0034-0003-0084,246.218,11094.841,1408,18816,0,65535
0034-0004-0083,280.392,11314.737,3712,17168,0,65535
0034-0005-0111,165.985,16260.276,1952,27104,0,65535
0034-0006-0118,309.046,10490.462,2224,27488,0,65535
0034-0007-0153,159.405,17228.826,1568,32016,0,65535
0034-0008-0167,223.507,11124.786,3488,17984,0,65535
0034-0009-0178,385.034,11587.299,5664,23536,0,65535
0034-0010-0194,246.43,17016.985,1760,33312,0,65535
0034-0011-0235,178.084,5452.529,912,14224,0,65535
0034-0012-0265,319.447,13005.342,5552,28496,0,65535
0034-0013-0291,321.145,10972.775,5360,19072,0,65535
0034-0014-0315,156.221,13482.391,6096,59008,0,65535
0034-0015-0361,256.194,17304.497,3136,37328,0,65535
0034-0016-0388,209.073,16304.845,7360,38192,0,65535
0034-0017-0409,104.643,7363.959,1520,11376,0,65535
0034-0018-0459,435.551,17038.253,5008,25680,0,65535
0034-0019-0479,237.303,27487.127,2224,54736,0,65535
0034-0020-0513,101.671,12046.965,1216,31872,0,65535
0034-0021-0534,313.079,12501.803,4768,20640,0,65535
0034-0022-0559,364.021,13695.907,4560,22736,0,65535
0034-0023-0554,164.924,2261.725,912,6768,0,65535
0034-0024-0567,221.384,2778.861,928,8416,0,65535
0034-0025-0575,165.561,15289.518,6720,22064,0,65535
0034-0026-0583,266.383,23130.033,7728,44624,0,65535
0034-0027-0606,355.743,10315.084,5760,15056,0,65535
0034-0028-0603,256.831,12840.093,3792,18688,0,65535
0034-0029-0606,199.734,12962.823,1648,26208,0,65535
0034-0030-0624,544.652,15257.241,6272,23152,0,65535
0034-0031-0618,362.323,12359.555,5792,19408,0,65535
0034-0032-0642,305.438,19929.74,8576,31824,0,65535
0034-0033-0662,228.601,22276.784,7440,38848,0,65535
0034-0034-0668,299.495,11551.399,4688,18912,0,65535
0034-0035-0681,171.716,20993.206,7312,32192,0,65535
0034-0036-0700,243.034,14852.486,3392,24224,0,65535
0034-0037-0699,154.948,30796.756,2992,62160,0,65535
0034-0038-0713,477.578,21887.552,8048,44016,0,65535
0034-0039-0757,212.257,11258.304,4704,18400,0,65535
0034-0040-0771,237.94,19095.279,3744,37168,0,65535
0034-0041-0780,270.415,14628.308,1984,25632,0,65535
0034-0042-0781,409.232,16733.842,6848,25376,0,65535
0034-0043-0798,255.557,16692.186,4688,28176,0,65535
0034-0044-0817,388.218,24095.948,11824,36304,0,65535
0034-0045-0827,301.405,16859.177,4016,29008,0,65535
0034-0046-0838,112.708,15252.731,5744,31680,0,65535
0034-0047-0857,330.272,11918.416,4864,21632,0,65535
0034-0048-0861,157.707,15378.886,7328,28864,0,65535
0034-0049-0865,229.874,12868.004,4912,24224,0,65535
0034-0050-0881,327.088,12946.336,4336,22848,0,65535
0034-0051-0879,131.599,7379.587,3008,19408,0,65535
0034-0052-0900,281.241,13014.811,4512,23616,0,65535
0034-0053-0917,256.831,11815.484,2272,19904,0,65535
0034-0054-0927,206.526,10881.168,5296,17104,0,65535
0034-0055-0976,222.021,13151.403,5200,19120,0,65535
0035-0001-0013,137.33,9924.699,5984,12576,0,65535
0035-0002-0025,299.495,10766.174,6672,15872,0,65535
0035-0003-0030,320.084,18934.398,9264,26848,0,65535
0035-0004-0029,264.26,19250.043,7088,36480,0,65535
0035-0005-0068,235.818,19900.155,8896,29600,0,65535
0035-0006-0066,121.199,29195.068,3856,53296,0,65535
0035-0007-0096,438.099,13598.357,3376,24080,0,65535
0035-0008-0092,226.903,25011.472,3792,49872,0,65535
0035-0009-0130,339.824,14041.324,7312,19872,0,65535
0035-0010-0138,194.427,43593.293,10384,65520,0,65535
0035-0011-0176,351.073,12461.514,3024,20336,0,65535
0035-0012-0170,212.045,36421.702,2656,65520,0,65535
0035-0013-0182,332.607,20983.127,5808,46080,0,65535
0035-0014-0215,280.604,12585.271,2992,34256,0,65535
0035-0015-0209,214.804,16737.47,2240,30176,0,65535
0035-0016-0237,149.641,16694.74,8544,29040,0,65535
0035-0017-0240,177.659,16735.79,3488,28944,0,65535
0035-0018-0261,224.143,26221.182,2384,47856,0,65535
0035-0019-0292,316.051,12881.934,2512,37600,0,65535
0035-0020-0315,228.813,12359.436,3728,28880,0,65535
0035-0021-0353,236.242,11077.894,4064,20848,0,65535
0035-0022-0361,334.729,11767.062,2048,24432,0,65535
0035-0023-0467,300.344,9882.81,4896,18224,0,65535
0035-0024-0494,349.587,11132.707,4096,23920,0,65535
0035-0025-0510,309.471,9806.65,4256,15616,0,65535
0035-0026-0514,385.247,10291.694,4992,16816,0,65535
0035-0027-0536,243.883,9467.043,3376,15520,0,65535
0035-0028-0581,242.61,11120.28,3280,19904,0,65535
0035-0029-0611,282.726,11375.447,4352,17120,0,65535
0035-0030-0607,302.254,11203.022,5744,18096,0,65535
0035-0031-0655,357.653,14455.767,2672,22512,0,65535
0035-0032-0654,446.377,8072.643,4176,17136,0,65535
0035-0033-0762,178.508,20117.403,7808,47168,0,65535
0035-0034-0781,420.693,12969.13,6800,19296,0,65535
0035-0035-0793,267.019,7906.798,3584,12704,0,65535
0035-0036-0804,493.285,29532.227,2480,65520,0,65535
0035-0037-0801,249.19,13569.077,6800,19584,0,65535
0035-0038-0859,678.586,20240.976,11152,32864,0,65535
0035-0039-0862,340.885,13517.818,5904,23200,0,65535
0035-0040-0887,517.695,14851.064,4656,30416,0,65535
0035-0041-0880,205.04,8977.938,3760,13392,0,65535
0035-0042-0882,285.486,11969.487,3280,24880,0,65535
0035-0043-0926,123.746,19803.389,3840,40560,0,65535
0035-0044-0933,360.837,7640.875,2384,13072,0,65535
0035-0045-0938,246.643,11558.747,5104,16192,0,65535
0035-0046-0944,246.006,9315.824,5728,15712,0,65535
0035-0047-0967,215.229,10597.381,4480,17744,0,65535
0035-0048-0976,164.499,12374.4,5552,19248,0,65535
0035-0049-0974,112.708,9285.514,4448,18960,0,65535
0035-0050-0993,260.015,15256.542,3280,32784,0,65535
0035-0051-1003,282.939,13535.436,5888,39152,0,65535
0035-0052-1006,288.457,10183.7,2144,15648,0,65535
0035-0053-1009,340.885,11850.411,7296,18384,0,65535
0035-0054-1022,269.566,19124.296,8688,33856,0,65535
0036-0001-0018,202.281,12181.893,4944,20176,0,65535
0036-0002-0009,154.735,17308.269,4544,27600,0,65535
0036-0003-0012,173.839,11271.502,5968,16064,0,65535
0036-0004-0017,196.55,8084.596,3488,11504,0,65535
0036-0005-0012,100.822,9247.663,2128,14656,0,65535
0036-0006-0028,327.937,14580.805,3424,23120,0,65535
0036-0007-0050,460.81,10664.586,3968,18560,0,65535
0036-0008-0031,100.822,15447.276,7344,21072,0,65535
0036-0009-0037,141.575,24274.087,2064,65520,0,65535
0036-0010-0058,159.193,19038.592,12000,26640,0,65535
0036-0011-0086,246.643,18824.386,3072,45408,0,65535
0036-0012-0109,271.901,32456.319,13296,45280,0,65535
0036-0013-0109,119.076,9095.244,6704,14448,0,65535
0036-0014-0115,220.747,11212.754,8032,17456,0,65535
0036-0015-0126,404.774,9479.476,4608,14976,0,65535
