ROI,Area,Mean,Min,Max,MinThr,MaxThr
0020-0007-0068,402.864,511.512,0,6379,0,65535
0020-0008-0086,396.072,28.342,0,1661,0,65535
0020-0009-0089,170.23,3250.319,0,17984,0,65535
0020-0010-0112,439.372,381.725,0,33549,0,65535
0020-0011-0110,236.455,4365.694,0,13989,0,65535
0020-0012-0112,198.673,491.355,0,5966,0,65535
0020-0013-0145,428.76,2092.028,0,8445,0,65535
0020-0014-0157,327.725,2.595,0,1248,0,65535
0020-0015-0159,344.706,4.615,0,1076,0,65535
0020-0016-0176,452.32,8503.035,0,29210,0,65535
0020-0017-0166,178.084,4.224,0,1351,0,65535
0020-0018-0186,642.715,20.06,0,1971,0,65535
0020-0019-0167,155.372,387.836,0,4864,0,65535
0020-0020-0188,565.878,324.437,0,3865,0,65535
0020-0021-0208,201.644,1528.818,0,10890,0,65535
0020-0022-0208,252.586,41.919,0,2832,0,65535
0020-0023-0229,395.435,3818.569,0,26627,0,65535
0020-0024-0224,245.794,22.19,0,1661,0,65535
0020-0025-0237,201.432,496.535,0,5690,0,65535
0020-0026-0255,334.517,1023.506,0,6344,0,65535
0020-0027-0262,123.321,2220.496,0,10890,0,65535
0020-0028-0298,359.776,8905.85,0,31517,0,65535
0020-0029-0283,379.94,784.149,0,4967,0,65535
0020-0030-0299,295.462,45.292,0,1937,0,65535
0020-0031-0306,293.339,474.13,0,4037,0,65535
0020-0032-0305,425.576,0.488,0,318,0,65535
0020-0033-0343,486.493,725.992,0,5001,0,65535
0020-0034-0341,219.262,204.444,0,3245,0,65535
0020-0035-0365,402.652,143.598,0,4278,0,65535
0020-0036-0355,130.75,19318.412,0,65535,0,65535
0020-0037-0361,164.924,6962.764,0,26421,0,65535
0020-0038-0379,384.398,101.808,0,2350,0,65535
0020-0039-0369,195.277,9007.165,0,44499,0,65535
0020-0040-0384,466.966,1243.654,0,8548,0,65535
0020-0041-0388,370.601,2870.719,0,13094,0,65535
0020-0042-0382,255.133,988.294,0,6034,0,65535
0020-0043-0387,189.546,141.202,0,2419,0,65535
0020-0044-0411,343.644,17462.658,0,65535,0,65535
0020-0045-0431,219.686,1772.461,0,11131,0,65535
0020-0046-0456,395.435,1.395,0,1386,0,65535
0020-0047-0454,319.023,18894.466,0,52833,0,65535
0020-0048-0467,323.268,10.097,0,1144,0,65535
0020-0049-0481,381.851,643.363,0,7102,0,65535
0020-0050-0484,161.103,3151.461,0,11131,0,65535
0020-0051-0489,433.641,4128.864,0,21221,0,65535
0020-0052-0493,459.537,485.125,0,5174,0,65535
0020-0053-0498,106.765,263.093,0,6826,0,65535
0020-0054-0517,455.079,0.184,0,249,0,65535
0020-0055-0526,401.803,2.406,0,800,0,65535
0020-0056-0513,150.278,3720.606,0,15367,0,65535
0020-0057-0524,262.987,0,0,0,0,65535
0020-0058-0526,231.148,6135.982,0,19533,0,65535
0020-0059-0534,262.987,10216.962,0,26593,0,65535
0020-0060-0544,434.49,236.641,0,3658,0,65535
0020-0061-0552,483.097,23728.297,0,65535,0,65535
0020-0062-0573,393.313,12072.169,0,35512,0,65535
0020-0063-0570,266.807,174.772,0,8755,0,65535
0020-0064-0576,418.147,4806.982,0,17295,0,65535
0020-0065-0593,213.743,7563.693,0,30450,0,65535
0020-0066-0634,299.495,3096.139,0,13817,0,65535
0020-0067-0630,133.085,4195.411,0,13300,0,65535
0020-0068-0647,234.756,4236.752,0,16021,0,65535
0020-0069-0657,357.229,849.943,0,6310,0,65535
0020-0070-0656,223.931,1951.291,0,8996,0,65535
0020-0071-0681,421.755,206.448,0,3555,0,65535
0020-0072-0704,180.843,0,0,0,0,65535
0020-0073-0707,154.735,1.152,0,352,0,65535
0020-0074-0716,125.019,0,0,0,0,65535
0020-0075-0724,444.891,539.416,0,4898,0,65535
0020-0076-0727,126.505,0,0,0,0,65535
0020-0077-0752,325.603,1690.851,0,9891,0,65535
0020-0078-0796,820.162,91.791,0,3383,0,65535
0020-0079-0798,270.84,142.429,0,3176,0,65535
0020-0080-0813,174.688,11559.784,0,30243,0,65535
0020-0081-0815,150.49,5496.038,0,27591,0,65535
0020-0082-0832,214.38,1700.255,0,12681,0,65535
0020-0083-0861,351.71,2002.763,0,8514,0,65535
0020-0084-0867,347.253,2796.377,0,10683,0,65535
0020-0085-0980,483.946,0,0,0,0,65535
0020-0086-0972,358.927,81.798,0,2901,0,65535
0020-0087-0998,383.124,38.509,0,2350,0,65535
0020-0088-0999,166.197,2377.206,0,11303,0,65535
0021-0001-0185,127.779,17076.178,0,62027,0,65535
0021-0002-0208,250.676,15156.876,0,40677,0,65535
0021-0003-0246,187.423,598.981,0,5931,0,65535
0021-0004-0294,240.7,2173.809,0,20015,0,65535
0021-0005-0319,272.326,843.133,0,11165,0,65535
0021-0006-0327,156.858,1060.512,0,12612,0,65535
0021-0007-0346,217.139,1126.991,0,10787,0,65535
0021-0008-0425,287.608,1672.531,0,20429,0,65535
0021-0009-0470,421.331,9851.086,0,53143,0,65535
0021-0010-0453,101.883,2374.713,0,21599,0,65535
0021-0011-0470,190.182,209.912,0,8961,0,65535
0021-0012-0478,114.831,23.32,0,2109,0,65535
0021-0013-0577,266.171,443.271,0,6138,0,65535
0021-0014-0581,249.402,646.18,0,9099,0,65535
0021-0015-0639,334.093,1265.882,0,18845,0,65535
0021-0016-0666,262.774,253.818,0,10304,0,65535
0021-0017-0698,118.44,11505.007,0,48666,0,65535
0021-0018-0714,199.31,5148.907,0,29520,0,65535
0021-0019-0723,191.031,1717.854,0,15022,0,65535
0021-0020-0742,229.026,7719.325,0,40023,0,65535
0021-0021-0797,315.414,1817.569,0,13025,0,65535
0021-0022-0839,259.378,1323.705,0,12130,0,65535
0021-0023-0836,136.057,1480.788,0,24354,0,65535
0021-0024-0900,237.516,29.013,0,3693,0,65535
0021-0025-0939,183.602,3221.899,0,15263,0,65535
0021-0026-0951,170.018,3544.311,0,25801,0,65535
0021-0027-0960,116.954,12.341,0,6482,0,65535
0021-0028-0962,112.921,0,0,0,0,65535
0021-0029-0974,184.451,268.519,0,8445,0,65535
0022-0001-0013,132.448,1156.498,0,8479,0,65535
0022-0002-0013,156.858,710.084,0,10993,0,65535
0022-0003-0036,349.375,1473.306,0,11200,0,65535
0022-0004-0039,213.743,579.984,0,8066,0,65535
0022-0005-0055,298.646,618.702,0,8238,0,65535
0022-0006-0065,227.752,248.803,0,9375,0,65535
0022-0007-0075,240.487,394.952,0,10855,0,65535
0022-0008-0081,270.84,337.734,0,10029,0,65535
0022-0009-0084,276.571,712.415,0,8927,0,65535
0022-0010-0090,140.939,6.703,0,800,0,65535
0022-0011-0105,237.94,803.933,0,9960,0,65535
0022-0012-0136,267.232,731.575,0,10029,0,65535
0022-0013-0145,426.849,780.996,0,10442,0,65535
0022-0014-0149,281.665,117.151,0,4967,0,65535
0022-0015-0147,300.556,1084.941,0,10855,0,65535
0022-0016-0164,232.846,433.725,0,8410,0,65535
0022-0017-0167,298.858,549.766,0,9650,0,65535
0022-0018-0177,238.153,176.581,0,5449,0,65535
0022-0019-0180,304.589,1359.867,0,17261,0,65535
0022-0020-0189,293.976,624.876,0,9719,0,65535
0022-0021-0188,229.026,991.123,0,11889,0,65535
0022-0022-0227,242.61,259.96,0,10063,0,65535
0022-0023-0239,458.051,611.328,0,9857,0,65535
0022-0024-0232,154.099,60.339,0,8135,0,65535
0022-0025-0244,217.139,2704.128,0,11820,0,65535
0022-0026-0256,142.637,11.795,0,3831,0,65535
0022-0027-0278,310.532,3081.852,0,13473,0,65535
0022-0028-0279,223.082,4155.045,0,19878,0,65535
0022-0029-0291,295.674,300.504,0,12198,0,65535
0022-0030-0312,265.321,1103.277,0,9375,0,65535
0022-0031-0325,241.336,36.393,0,3727,0,65535
0022-0032-0332,333.032,1649.724,0,10201,0,65535
0022-0033-0343,521.304,1288.506,0,8858,0,65535
0022-0034-0346,274.449,287.76,0,9616,0,65535
0022-0035-0391,254.709,533.097,0,7584,0,65535
0022-0036-0394,116.529,1529.532,0,13404,0,65535
0022-0037-0415,296.523,1734.354,0,10683,0,65535
0022-0038-0412,258.317,1608.539,0,9891,0,65535
0022-0039-0414,245.157,1019.256,0,13610,0,65535
0022-0040-0416,142,969.079,0,6138,0,65535
0022-0041-0435,430.882,1364.161,0,12440,0,65535
0022-0042-0436,302.042,1710.74,0,13645,0,65535
0022-0043-0459,220.747,1926.118,0,12095,0,65535
0022-0044-0472,369.328,2829.398,0,22564,0,65535
0022-0045-0478,530.006,673.587,0,11820,0,65535
0022-0046-0474,289.307,486.917,0,10270,0,65535
0022-0047-0482,216.715,2803.306,0,11785,0,65535
0022-0048-0518,346.404,1685.612,0,11751,0,65535
0022-0049-0539,204.616,636.414,0,9203,0,65535
0022-0050-0570,323.48,522.493,0,9650,0,65535
0022-0051-0568,153.25,5332.195,0,22047,0,65535
0022-0052-0574,313.292,1450.334,0,13094,0,65535
0022-0053-0583,259.591,2357.168,0,12715,0,65535
0022-0054-0589,237.94,158.744,0,4485,0,65535
0022-0055-0590,182.753,407.075,0,9306,0,65535
0022-0056-0588,265.746,1186.422,0,10683,0,65535
0022-0057-0620,279.967,2281.585,0,12198,0,65535
0022-0058-0627,227.54,494.587,0,8342,0,65535
0022-0059-0641,410.93,2886.912,0,23115,0,65535
0022-0060-0678,649.719,6219.374,0,35305,0,65535
0022-0061-0680,361.899,1959.973,0,12440,0,65535
0022-0062-0686,340.036,749.583,0,11923,0,65535
0022-0063-0675,252.798,765.787,0,11682,0,65535
0022-0064-0717,187.848,4023.053,0,12336,0,65535
0022-0065-0724,379.516,2448.553,0,18053,0,65535
0022-0066-0734,394.374,463.255,0,12267,0,65535
0022-0067-0738,277.632,1059.283,0,10959,0,65535
0022-0068-0762,219.049,1518.867,0,16641,0,65535
0022-0069-0791,233.058,36.78,0,5001,0,65535
0022-0070-0801,350.437,598.267,0,11510,0,65535
0022-0071-0825,272.75,221.293,0,7274,0,65535
0022-0072-0858,277.632,1062.894,0,11889,0,65535
0022-0073-0864,269.991,3257.111,0,18018,0,65535
0022-0074-0894,256.619,299.83,0,6758,0,65535
0022-0075-0906,222.021,137.967,0,5931,0,65535
0022-0076-0916,335.791,390.63,0,9891,0,65535
0022-0077-0934,222.87,936.586,0,15470,0,65535
0022-0078-0944,361.262,417.09,0,16951,0,65535
0022-0079-0953,231.785,194.626,0,4898,0,65535
0022-0080-0965,209.286,2170.481,0,11269,0,65535
0022-0081-0970,250.251,2337.648,0,22564,0,65535
0022-0082-0973,185.301,116.329,0,5208,0,65535
0022-0083-0996,366.78,621.193,0,9650,0,65535
0022-0084-1021,294.401,274.764,0,7205,0,65535
0023-0001-0014,140.302,218.675,0,3589,0,65535
0023-0002-0016,142.849,220.97,0,3727,0,65535
0023-0003-0024,250.251,206.612,0,3693,0,65535
0023-0004-0021,178.296,410.661,0,7377,0,65535
0023-0005-0031,257.892,83.877,0,6585,0,65535
0023-0006-0089,414.751,1725.473,0,8824,0,65535
0023-0007-0088,305.863,10.765,0,2315,0,65535
0023-0008-0091,327.301,14.602,0,2901,0,65535
0023-0009-0086,203.979,47.149,0,3727,0,65535
0023-0010-0116,216.29,37.685,0,2591,0,65535
0023-0011-0129,205.253,1425.471,0,10236,0,65535
0023-0012-0144,221.384,104.455,0,3762,0,65535
0023-0013-0144,195.701,2044.697,0,13610,0,65535
0023-0014-0176,207.588,66.357,0,4347,0,65535
0023-0015-0193,194.64,44.408,0,3107,0,65535
0023-0016-0204,524.488,646.293,0,6999,0,65535
0023-0017-0201,177.447,26.946,0,2832,0,65535
0023-0018-0228,283.576,1016.797,0,9375,0,65535
0023-0019-0239,399.044,1982.429,0,14024,0,65535
0023-0020-0234,192.517,2709.222,0,13369,0,65535
0023-0021-0278,192.942,347.957,0,9891,0,65535
0023-0022-0310,348.951,315.985,0,6826,0,65535
0023-0023-0344,348.526,109.702,0,5380,0,65535
0023-0024-0346,276.147,1320.4,0,13576,0,65535
0023-0025-0376,259.803,951.716,0,12818,0,65535
0023-0026-0392,185.301,68.66,0,5966,0,65535
0023-0027-0412,237.94,3021.626,0,13507,0,65535
0023-0028-0404,153.462,198.107,0,9134,0,65535
0023-0029-0414,221.384,219.909,0,8858,0,65535
0023-0030-0441,252.586,2352.994,0,25043,0,65535
0023-0031-0448,388.431,1099.779,0,19947,0,65535
0023-0032-0457,264.897,2652.865,0,27454,0,65535
0023-0033-0505,147.094,5460.186,0,26111,0,65535
0023-0034-0546,220.96,602.316,0,10580,0,65535
0023-0035-0546,269.779,1703.967,0,15263,0,65535
0023-0036-0564,290.368,774.092,0,26317,0,65535
0023-0037-0587,622.975,383.88,0,12715,0,65535
0023-0038-0564,257.043,1098.467,0,10408,0,65535
0023-0039-0591,195.913,970.841,0,13266,0,65535
0023-0040-0607,271.477,82.58,0,7412,0,65535
0023-0041-0613,334.305,457.293,0,8652,0,65535
0023-0042-0617,278.906,53.32,0,7274,0,65535
0023-0043-0652,447.226,1055.828,0,12681,0,65535
0023-0044-0647,109.312,67.118,0,3555,0,65535
0023-0045-0673,262.138,1143.646,0,18604,0,65535
0023-0046-0688,319.023,1150.367,0,19878,0,65535
0023-0047-0707,236.242,1413.313,0,20463,0,65535
0023-0048-0720,240.275,739.455,0,14402,0,65535
0023-0049-0764,213.955,112.725,0,6689,0,65535
0023-0050-0765,379.728,6085.67,0,21944,0,65535
0023-0051-0794,259.378,4952.403,0,25043,0,65535
0023-0052-0805,351.286,91.021,0,7033,0,65535
0023-0053-0813,273.812,804.666,0,12853,0,65535
0023-0054-0805,123.534,880.16,0,8583,0,65535
0023-0055-0856,310.108,60.241,0,6103,0,65535
0023-0056-0845,297.16,1711.174,0,25387,0,65535
0023-0057-0849,164.924,2496.923,0,11234,0,65535
0023-0058-0877,318.174,1539.393,0,15711,0,65535
0023-0059-0894,305.014,541.081,0,10787,0,65535
0023-0060-0936,471.848,460.14,0,10649,0,65535
0023-0061-0954,402.864,9126.344,0,40160,0,65535
0023-0062-1004,497.955,235.132,0,9168,0,65535
0023-0063-0999,224.144,345.465,0,9375,0,65535
0024-0001-0025,268.505,4.138,0,662,0,65535
0024-0002-0050,421.118,341.637,0,6207,0,65535
0024-0003-0065,328.362,1803.363,0,8066,0,65535
0024-0004-0088,635.286,1.304,0,903,0,65535
0024-0005-0074,227.752,0,0,0,0,65535
0024-0006-0074,168.744,89.379,0,2729,0,65535
0024-0007-0090,346.828,175.378,0,4072,0,65535
0024-0008-0110,277.42,474.013,0,4175,0,65535
0024-0009-0137,226.054,1176.442,0,6895,0,65535
0024-0010-0156,208.437,3.556,0,1351,0,65535
0024-0011-0187,234.756,62.005,0,3142,0,65535
0024-0012-0227,369.115,552.587,0,5828,0,65535
0024-0013-0232,301.405,10782.039,0,35098,0,65535
0024-0014-0245,410.081,30.871,0,2797,0,65535
0024-0015-0241,394.162,5.394,0,1144,0,65535
0024-0016-0235,147.094,1684.411,0,8961,0,65535
0024-0017-0243,135.845,582.027,0,5483,0,65535
0024-0018-0255,189.121,261.822,0,4106,0,65535
0024-0019-0277,312.018,113.373,0,2556,0,65535
0024-0020-0274,225.205,8.189,0,1386,0,65535
0024-0021-0285,156.646,0.547,0,284,0,65535
0024-0022-0298,250.039,454.458,0,3762,0,65535
0024-0023-0298,309.046,115.23,0,2763,0,65535
0024-0024-0313,200.159,20.751,0,2281,0,65535
0024-0025-0316,251.525,0,0,0,0,65535
0024-0026-0321,248.341,50.729,0,2625,0,65535
0024-0027-0337,288.882,881.973,0,5208,0,65535
0024-0028-0351,275.934,2558.622,0,10270,0,65535
0024-0029-0356,353.196,0.026,0,43,0,65535
0024-0030-0350,213.318,465.383,0,6654,0,65535
0024-0031-0380,253.86,1909.06,0,13059,0,65535
0024-0032-0405,435.127,3591.903,0,20429,0,65535
0024-0033-0407,326.452,314.904,0,5724,0,65535
0024-0034-0410,272.963,3.383,0,1282,0,65535
0024-0035-0417,196.975,174.97,0,14953,0,65535
0024-0036-0411,302.891,1849.578,0,65535,0,65535
0024-0037-0430,207.375,283.257,0,5759,0,65535
0024-0038-0450,296.311,50.94,0,3314,0,65535
0024-0039-0442,207.588,7.985,0,1489,0,65535
0024-0040-0443,158.556,7.119,0,1007,0,65535
0024-0041-0463,244.096,665.303,0,6034,0,65535
0024-0042-0485,295.462,60.437,0,3899,0,65535
0024-0043-0496,336.428,520.449,0,8273,0,65535
0024-0044-0515,234.756,865.608,0,6413,0,65535
0024-0045-0517,134.783,2208.6,0,16778,0,65535
0024-0046-0549,176.81,422.705,0,8789,0,65535
0024-0047-0553,181.48,2290.236,0,28797,0,65535
0024-0048-0558,212.894,3568.129,0,13989,0,65535
0024-0049-0563,104.218,116.132,0,2763,0,65535
0024-0050-0575,358.29,139.96,0,6103,0,65535
0024-0051-0577,149.005,1276.282,0,7618,0,65535
0024-0052-0589,292.066,894.443,0,10132,0,65535
0024-0053-0587,150.066,1411.918,0,8996,0,65535
0024-0054-0612,289.307,608.737,0,10236,0,65535
0024-0055-0613,238.365,18.624,0,1799,0,65535
0024-0056-0639,562.906,61.65,0,9375,0,65535
0024-0057-0649,236.667,15.455,0,1661,0,65535
0024-0058-0643,153.674,2131.923,0,21221,0,65535
0024-0059-0711,234.756,2748.918,0,13059,0,65535
0024-0060-0714,216.715,2154.768,0,15332,0,65535
0024-0061-0744,184.027,791.055,0,6172,0,65535
0024-0062-0766,325.603,873.574,0,7687,0,65535
0024-0063-0765,254.284,1378.527,0,12543,0,65535
0024-0064-0797,240.7,2541.166,0,14781,0,65535
0024-0065-0897,198.673,4415.565,0,17605,0,65535
0024-0066-0975,362.323,1209.037,0,11992,0,65535
0024-0067-1008,229.45,5.747,0,2143,0,65535
0024-0068-1020,284.637,2402.629,0,8686,0,65535
0025-0001-0013,116.529,0.14,0,77,0,65535
0025-0002-0054,509.417,5.277,0,1799,0,65535
0025-0003-0040,157.283,37.464,0,2178,0,65535
0025-0004-0045,239.426,1.632,0,1041,0,65535
0025-0005-0077,231.573,0.994,0,869,0,65535
0025-0006-0101,323.268,0.802,0,697,0,65535
0025-0007-0107,214.168,41.073,0,2763,0,65535
0025-0008-0284,158.556,545.17,0,6448,0,65535
0025-0009-0314,285.274,55.174,0,5587,0,65535
0025-0010-0310,173.202,544.862,0,8169,0,65535
0025-0011-0322,148.792,3070.429,0,12371,0,65535
0025-0012-0334,206.739,9.681,0,2281,0,65535
0025-0013-0338,277.845,522.98,0,6585,0,65535
0025-0014-0342,183.815,488.449,0,9237,0,65535
0025-0015-0369,315.202,2861.514,0,15711,0,65535
0025-0016-0357,260.44,492.658,0,7928,0,65535
0025-0017-0379,227.327,50.789,0,6069,0,65535
0025-0018-0385,353.408,432.97,0,21324,0,65535
0025-0019-0390,225.629,130.455,0,5242,0,65535
0025-0020-0407,228.601,189.071,0,3796,0,65535
0025-0021-0411,282.302,4333.38,0,12922,0,65535
0025-0022-0417,282.514,53.832,0,8032,0,65535
0025-0023-0446,226.691,130.087,0,7963,0,65535
0025-0024-0467,346.828,90.001,0,7481,0,65535
0025-0025-0482,156.858,1547.932,0,11234,0,65535
0025-0026-0509,150.915,414.167,0,5242,0,65535
0025-0027-0540,191.668,9.395,0,2040,0,65535
0025-0028-0548,328.786,1128.671,0,13507,0,65535
0025-0029-0551,400.954,832.181,0,9168,0,65535
0025-0030-0554,310.745,1940.911,0,9271,0,65535
0025-0031-0561,223.719,1436.987,0,7481,0,65535
0025-0032-0576,276.783,274.455,0,3762,0,65535
0025-0033-0605,375.483,873.142,0,32240,0,65535
0025-0034-0635,316.051,70.944,0,4554,0,65535
0025-0035-0659,339.824,248.38,0,5208,0,65535
0025-0036-0670,289.307,653.175,0,6241,0,65535
0025-0037-0677,321.357,10.48,0,2350,0,65535
0025-0038-0696,142.849,826.288,0,6138,0,65535
0025-0039-0769,707.241,7.483,0,3107,0,65535
0025-0040-0766,657.997,11.603,0,10132,0,65535
0025-0041-0767,179.145,19.233,0,3004,0,65535
0025-0042-0766,158.344,768.808,0,12267,0,65535
0025-0043-0797,289.307,7.957,0,2797,0,65535
0025-0044-0797,224.78,643.786,0,9168,0,65535
0025-0045-0827,291.641,41.739,0,2763,0,65535
0025-0046-0837,253.011,2404.977,0,13886,0,65535
0025-0047-0873,188.697,622.141,0,7928,0,65535
0025-0048-0894,158.132,0,0,0,0,65535
0025-0049-0908,295.887,2.491,0,903,0,65535
0025-0050-0901,236.242,7.721,0,2109,0,65535
0025-0051-0936,397.345,1.08,0,1179,0,65535
0025-0052-0940,131.599,982.253,0,5552,0,65535
0025-0053-0989,423.453,18.784,0,3073,0,65535
0025-0054-0992,227.115,477.222,0,7033,0,65535
0025-0055-0998,116.529,0,0,0,0,65535
0026-0001-0031,225.417,758.404,0,5897,0,65535
0026-0002-0088,131.812,0,0,0,0,65535
0026-0003-0191,260.652,281.686,0,4140,0,65535
0026-0004-0235,448.499,2050.249,0,55002,0,65535
0026-0005-0267,325.39,1186.756,0,31999,0,65535
0026-0006-0298,523.851,457.34,0,6310,0,65535
0026-0007-0282,185.088,2061.859,0,14024,0,65535
0026-0008-0332,211.196,730.299,0,11096,0,65535
0026-0009-0341,281.878,257.006,0,5656,0,65535
0026-0010-0343,290.58,244.816,0,6620,0,65535
0026-0011-0352,211.62,1931.124,0,13128,0,65535
0026-0012-0374,373.997,2965.673,0,16503,0,65535
0026-0013-0428,226.903,3.628,0,1213,0,65535
0026-0014-0434,210.771,977.753,0,8893,0,65535
0026-0015-0433,270.84,435.759,0,4416,0,65535
0026-0016-0443,202.069,18.731,0,1558,0,65535
0026-0017-0449,142.849,1446.832,0,12956,0,65535
0026-0018-0507,156.858,1173.782,0,7894,0,65535
0026-0019-0511,154.948,638.986,0,10304,0,65535
0026-0020-0527,223.295,1449.039,0,12681,0,65535
0026-0021-0520,232.846,355.034,0,7343,0,65535
0026-0022-0558,418.996,94.837,0,3831,0,65535
0026-0023-0584,304.801,527.557,0,6172,0,65535
0026-0024-0581,220.323,784.674,0,8066,0,65535
0026-0025-0586,188.06,160.544,0,3383,0,65535
0026-0026-0623,264.048,1037.834,0,7274,0,65535
0026-0027-0628,336.215,466.932,0,7791,0,65535
0026-0028-0660,246.643,500.466,0,23872,0,65535
0026-0029-0675,310.32,372.49,0,6138,0,65535
0026-0030-0680,236.242,2982.62,0,14712,0,65535
0026-0031-0763,577.34,113.068,0,5346,0,65535
0026-0032-0800,166.41,1345.42,0,9926,0,65535
0026-0033-0819,207.8,130.68,0,7825,0,65535
0026-0034-0857,167.471,1093.541,0,14299,0,65535
0026-0035-0944,120.987,157.202,0,4691,0,65535
0026-0036-0960,121.411,1083.566,0,13300,0,65535
0027-0001-0021,253.435,455.06,0,8686,0,65535
0027-0002-0027,255.558,325.504,0,6517,0,65535
0027-0003-0043,396.496,43.364,0,5621,0,65535
0027-0004-0041,224.993,17.046,0,2109,0,65535
0027-0005-0071,355.106,82.096,0,7240,0,65535
0027-0006-0085,443.618,314.721,0,7309,0,65535
0027-0007-0110,268.293,455.275,0,9788,0,65535
0027-0008-0115,319.872,175.121,0,9857,0,65535
0027-0009-0149,230.724,5406.969,0,41779,0,65535
0027-0010-0150,256.619,252.484,0,7205,0,65535
0027-0011-0163,182.117,949.848,0,16606,0,65535
0027-0012-0192,221.172,2043.965,0,13266,0,65535
0027-0013-0205,234.12,60.686,0,3142,0,65535
0027-0014-0204,177.022,23.568,0,3245,0,65535
0027-0015-0240,222.021,36.556,0,2488,0,65535
0027-0016-0236,187.211,3091.094,0,15676,0,65535
0027-0017-0236,164.075,1315.955,0,11716,0,65535
0027-0018-0245,217.351,2489.819,0,14333,0,65535
0027-0019-0250,259.591,1842.016,0,10511,0,65535
0027-0020-0259,305.65,263.146,0,8376,0,65535
0027-0021-0269,278.269,1717.325,0,8652,0,65535
0027-0022-0315,549.534,98.436,0,4932,0,65535
0027-0023-0306,246.218,1551.678,0,8204,0,65535
0027-0024-0320,352.771,1217.039,0,13438,0,65535
0027-0025-0321,228.813,1869.729,0,10649,0,65535
0027-0026-0330,438.311,601.391,0,6069,0,65535
0027-0027-0332,155.585,2095.715,0,15298,0,65535
0027-0028-0332,161.528,1444.871,0,8238,0,65535
0027-0029-0359,320.508,289.783,0,12371,0,65535
0027-0030-0360,316.263,287.767,0,7033,0,65535
0027-0031-0360,201.008,96.409,0,3555,0,65535
0027-0032-0378,264.472,2081.738,0,14161,0,65535
0027-0033-0385,250.251,450.472,0,10993,0,65535
0027-0034-0389,121.836,957.04,0,5793,0,65535
0027-0035-0413,388.218,335.207,0,8204,0,65535
0027-0036-0415,299.919,663.55,0,13335,0,65535
0027-0037-0415,174.688,700.625,0,7894,0,65535
0027-0038-0427,285.486,1475.625,0,15022,0,65535
0027-0039-0444,397.77,2116.503,0,14678,0,65535
0027-0040-0477,404.987,55.404,0,4588,0,65535
0027-0041-0474,240.275,4207.122,0,15952,0,65535
0027-0042-0470,197.187,126.582,0,6172,0,65535
0027-0043-0488,177.235,771.746,0,24044,0,65535
0027-0044-0502,220.747,83.234,0,6172,0,65535
0027-0045-0523,410.293,585.334,0,8686,0,65535
0027-0046-0523,238.577,811.396,0,14884,0,65535
0027-0047-0540,272.326,1487.893,0,12612,0,65535
0027-0048-0574,368.903,643.871,0,11510,0,65535
0027-0049-0568,191.244,2496.517,0,14127,0,65535
0027-0050-0582,295.887,1847.234,0,14024,0,65535
0027-0051-0583,232.209,555.265,0,10270,0,65535
0027-0052-0591,206.951,245.337,0,7067,0,65535
0027-0053-0609,471.848,1571.929,0,17398,0,65535
0027-0054-0618,338.975,392.673,0,6758,0,65535
0027-0055-0633,249.614,6875.061,0,18913,0,65535
0027-0056-0648,213.743,566.668,0,8066,0,65535
0027-0057-0643,121.623,5690.646,0,17708,0,65535
0027-0058-0646,261.076,573.208,0,11303,0,65535
0027-0059-0655,281.665,1232.324,0,12164,0,65535
0027-0060-0655,252.162,2889.978,0,24217,0,65535
0027-0061-0662,245.369,4164.536,0,13541,0,65535
0027-0062-0670,372.087,131.337,0,8376,0,65535
0027-0063-0658,150.066,148.475,0,3555,0,65535
0027-0064-0661,151.127,539.471,0,5759,0,65535
0027-0065-0704,549.534,2476.849,0,16469,0,65535
0027-0066-0721,269.354,3553.801,0,16469,0,65535
0027-0067-0723,179.782,5184.299,0,19292,0,65535
0027-0068-0749,689.411,487.501,0,12508,0,65535
0027-0069-0739,288.245,2541.616,0,65535,0,65535
0027-0070-0753,333.668,977.79,0,10580,0,65535
0027-0071-0756,225.629,4568.051,0,19430,0,65535
0027-0072-0771,442.344,993.82,0,15711,0,65535
0027-0073-0767,321.357,4700.167,0,19533,0,65535
0027-0074-0760,249.614,229.315,0,6792,0,65535
0027-0075-0785,604.296,412.233,0,11854,0,65535
0027-0076-0804,448.287,1056.437,0,7550,0,65535
0027-0077-0823,381.002,419.013,0,13851,0,65535
0027-0078-0827,291.005,643.678,0,7515,0,65535
0027-0079-0831,359.351,113.296,0,6654,0,65535
0027-0080-0849,200.371,208.953,0,7171,0,65535
0027-0081-0871,313.504,313.047,0,10752,0,65535
0027-0082-0879,469.301,123.701,0,6207,0,65535
0027-0083-0892,439.16,1713.107,0,18879,0,65535
0027-0084-0905,425.788,1809.372,0,11923,0,65535
0027-0085-0934,292.915,120.743,0,16469,0,65535
0027-0086-0926,223.507,738.177,0,8135,0,65535
0027-0087-0932,110.374,929.112,0,4795,0,65535
0027-0088-0958,375.058,556.604,0,9065,0,65535
0027-0089-0958,253.86,14.232,0,1695,0,65535
0027-0090-0958,417.934,462.695,0,8652,0,65535
0027-0091-0973,248.129,242.95,0,3762,0,65535
0027-0092-0985,427.698,1212.753,0,65535,0,65535
0027-0093-0978,234.969,2940.299,0,11372,0,65535
0027-0094-0990,294.613,2094.945,0,9478,0,65535
0027-0095-0993,298.009,195.051,0,8307,0,65535
