ROI,Area,Mean,Min,Max,MinThr,MaxThr
0027-0096-1002,281.029,30.413,0,5415,0,65535
0027-0097-1007,285.698,203.782,0,7997,0,65535
0028-0001-0017,221.384,39.493,0,2212,0,65535
0028-0002-0046,437.462,685.082,0,8307,0,65535
0028-0003-0174,297.797,1707.659,0,9444,0,65535
0028-0004-0183,227.964,1275.724,0,8548,0,65535
0028-0005-0221,221.809,113.1,0,2763,0,65535
0028-0006-0268,216.502,22.335,0,1558,0,65535
0028-0007-0282,216.29,301.041,0,5862,0,65535
0028-0008-0327,466.541,1659.734,0,65535,0,65535
0028-0009-0342,243.671,1810.827,0,16021,0,65535
0028-0010-0374,313.716,0.029,0,43,0,65535
0028-0011-0408,402.227,662.198,0,7446,0,65535
0028-0012-0403,207.8,52.827,0,2419,0,65535
0028-0013-0452,283.151,66.633,0,3831,0,65535
0028-0014-0456,230.511,32.112,0,3383,0,65535
0028-0015-0520,201.008,33.126,0,1902,0,65535
0028-0016-0548,235.605,24.196,0,1833,0,65535
0028-0017-0620,156.646,448.373,0,9203,0,65535
0028-0018-0694,273.387,2223.454,0,18500,0,65535
0028-0019-0731,143.061,6554.868,0,33721,0,65535
0028-0020-0754,479.489,2293.687,0,15057,0,65535
0028-0021-0785,377.818,92.829,0,5174,0,65535
0028-0022-0822,329.848,461.005,0,8342,0,65535
0028-0023-0819,117.803,3276.854,0,14643,0,65535
0028-0024-0833,119.713,6368.399,0,19464,0,65535
0028-0025-0840,168.32,3031.566,0,11441,0,65535
0028-0026-0946,330.909,295.159,0,7756,0,65535
0029-0001-0114,393.949,5586.234,0,26007,0,65535
0029-0002-0151,254.072,1019.836,0,10063,0,65535
0029-0003-0454,253.011,3104.43,0,19051,0,65535
0029-0004-0463,151.976,1873.263,0,9960,0,65535
0029-0005-0492,190.395,470.965,0,6413,0,65535
0029-0006-0535,250.463,1987.844,0,29451,0,65535
0029-0007-0533,203.342,415.597,0,7550,0,65535
0029-0008-0540,102.52,9019.747,0,41813,0,65535
0029-0009-0581,233.695,5529.329,0,25491,0,65535
0029-0010-0642,166.197,2977.478,0,22150,0,65535
0029-0011-0680,445.103,10089.659,0,62957,0,65535
0029-0012-0756,117.378,5.51,0,2350,0,65535
0029-0013-0766,215.441,265.904,0,6482,0,65535
0029-0014-0773,337.064,12728.807,0,45050,0,65535
0029-0015-0882,161.952,4.826,0,1592,0,65535
0029-0016-0883,245.157,58.689,0,7825,0,65535
0029-0017-0986,174.051,0,0,0,0,65535
0029-0018-0997,204.191,361.817,0,5931,0,65535
0029-0019-1017,379.091,553.762,0,9271,0,65535
0030-0001-0184,521.516,4486.235,0,14368,0,65535
0030-0002-0488,358.29,2053.107,0,18018,0,65535
0030-0003-0489,338.975,823.428,0,22185,0,65535
0030-0004-0491,176.81,889.423,0,17605,0,65535
0030-0005-0520,154.735,210.888,0,9478,0,65535
0030-0006-0594,229.875,5704.311,0,26971,0,65535
0030-0007-0610,213.318,384.105,0,7584,0,65535
0030-0008-0653,224.568,529.565,0,9995,0,65535
0030-0009-0663,248.341,496.105,0,33514,0,65535
0030-0010-0719,160.466,682.392,0,10236,0,65535
0030-0011-0730,275.722,399.978,0,5518,0,65535
0030-0012-0764,588.589,1692.096,0,8686,0,65535
0030-0013-0771,241.124,2115.212,0,10546,0,65535
0030-0014-0778,162.589,6209.277,0,22392,0,65535
0030-0015-0843,297.585,476.899,0,11338,0,65535
0030-0016-0903,214.804,299.177,0,10718,0,65535
0031-0001-0028,481.612,0,0,0,0,65535
0031-0002-0022,159.617,0,0,0,0,65535
0031-0003-0068,110.374,0,0,0,0,65535
0031-0004-0097,124.17,0.132,0,77,0,65535
0031-0005-0271,213.531,3526.214,0,19017,0,65535
0031-0006-0308,104.431,0,0,0,0,65535
0031-0007-0339,382.7,1944.166,0,18845,0,65535
0031-0008-0422,562.482,0.662,0,835,0,65535
0031-0009-0461,390.765,1128.01,0,17812,0,65535
0031-0010-0544,320.296,0,0,0,0,65535
0031-0011-0565,372.724,1.469,0,731,0,65535
0031-0012-0581,342.583,4958.064,0,26834,0,65535
0031-0013-0617,282.939,910.086,0,10408,0,65535
0031-0014-0634,440.434,1109.371,0,10752,0,65535
0031-0015-0652,261.076,133.954,0,5552,0,65535
0031-0016-0683,111.435,7.124,0,938,0,65535
0031-0017-1019,354.045,11.412,0,2970,0,65535
0032-0001-0219,215.866,232.979,0,22977,0,65535
0032-0002-0269,169.169,1422.223,0,15332,0,65535
0032-0003-0353,803.818,4096.308,0,21841,0,65535
0032-0004-0358,373.785,5533.864,0,55967,0,65535
0032-0005-0366,163.226,0.906,0,697,0,65535
0032-0006-0396,243.247,786.673,0,11510,0,65535
0032-0007-0601,287.821,1967.642,0,9960,0,65535
0032-0008-0619,692.807,285.333,0,14919,0,65535
0032-0009-0641,389.28,6407.629,0,36028,0,65535
0032-0010-0770,273.6,1276.491,0,8410,0,65535
0032-0011-0903,568.212,49.79,0,3589,0,65535
0032-0012-0915,181.268,0,0,0,0,65535
0033-0001-0146,452.745,5797.702,0,15883,0,65535
0033-0002-0528,459.749,7969.867,0,27970,0,65535
0033-0003-0527,249.827,7712.152,0,21496,0,65535
0033-0004-0585,326.452,2425.927,0,15263,0,65535
0033-0005-0582,233.907,8315.502,0,34375,0,65535
0033-0006-0613,243.884,1977.254,0,22013,0,65535
0033-0007-0628,201.857,3019.768,0,11820,0,65535
0033-0008-0626,175.961,2190.561,0,10924,0,65535
0033-0009-0653,193.579,1572.519,0,9099,0,65535
0033-0010-0658,234.12,3681.888,0,35236,0,65535
0033-0011-0658,447.65,11597.52,0,65535,0,65535
0033-0012-0984,143.061,496.05,0,6964,0,65535
0033-0013-1004,163.863,211.142,0,5380,0,65535
0033-0014-1015,231.997,6719.304,0,32722,0,65535
0034-0001-0082,698.538,3654.08,0,65535,0,65535
0034-0002-0062,253.435,6.54,0,2488,0,65535
0034-0003-0101,379.304,3831.098,0,12922,0,65535
0034-0004-0094,147.943,10551.436,0,38473,0,65535
0034-0005-0105,177.659,3921.748,0,14575,0,65535
0034-0006-0124,458.051,6073.649,0,15435,0,65535
0034-0007-0122,220.535,7973.005,0,22529,0,65535
0034-0008-0135,277.845,2154.762,0,15849,0,65535
0034-0009-0154,511.328,6824.851,0,19637,0,65535
0034-0010-0151,291.217,1791.142,0,7412,0,65535
0034-0011-0155,213.318,8080.318,0,28108,0,65535
0034-0012-0152,151.764,2358.182,0,14609,0,65535
0034-0013-0164,379.304,5613.368,0,20050,0,65535
0034-0014-0201,331.121,5033.537,0,17639,0,65535
0034-0015-0258,405.199,2388.422,0,23803,0,65535
0034-0016-0255,198.46,4565.938,0,13404,0,65535
0034-0017-0292,341.946,11843.461,0,28934,0,65535
0034-0018-0307,139.877,3078.572,0,17674,0,65535
0034-0019-0329,265.534,363.75,0,10924,0,65535
0034-0020-0340,160.254,3931.099,0,17088,0,65535
0034-0021-0353,448.075,5490.359,0,21875,0,65535
0034-0022-0365,267.869,998.859,0,10649,0,65535
0034-0023-0376,281.029,710.193,0,6000,0,65535
0034-0024-0393,419.42,3750.933,0,12302,0,65535
0034-0025-0407,388.855,5478.714,0,20911,0,65535
0034-0026-0448,537.223,11789.876,0,42640,0,65535
0034-0027-0437,181.692,4921.364,0,25043,0,65535
0034-0028-0440,244.308,4159.027,0,10511,0,65535
0034-0029-0447,185.725,1146.813,0,7033,0,65535
0034-0030-0450,200.583,1380.765,0,9581,0,65535
0034-0031-0464,311.594,1727.223,0,9926,0,65535
0034-0032-0487,424.939,3030.872,0,11613,0,65535
0034-0033-0495,154.099,18271.105,0,35064,0,65535
0034-0034-0502,279.118,22839.342,0,53763,0,65535
0034-0035-0511,389.28,2381.167,0,10718,0,65535
0034-0036-0528,373.148,5302.16,0,25422,0,65535
0034-0037-0542,267.656,11864.403,0,43191,0,65535
0034-0038-0557,265.534,2796.209,0,13886,0,65535
0034-0039-0579,205.253,5618.456,0,15608,0,65535
0034-0040-0617,201.432,6305.039,0,21841,0,65535
0034-0041-0642,456.777,2888.904,0,15160,0,65535
0034-0042-0648,295.25,70.232,0,3314,0,65535
0034-0043-0674,111.435,1695.503,0,4898,0,65535
0034-0044-0693,245.157,842.732,0,6379,0,65535
0034-0045-0694,323.904,2169.183,0,9340,0,65535
0034-0046-0751,222.87,1917.827,0,11751,0,65535
0034-0047-0764,236.03,2739.075,0,11957,0,65535
0034-0048-0768,236.03,1318.21,0,6689,0,65535
0034-0049-0798,361.049,4319.397,0,20601,0,65535
0034-0050-0791,102.732,1159.149,0,10855,0,65535
0034-0051-0812,249.402,1920.437,0,10924,0,65535
0034-0052-0819,220.323,2392.473,0,9719,0,65535
0034-0053-0826,266.595,3056.272,0,20256,0,65535
0034-0054-0853,350.861,840.946,0,18707,0,65535
0034-0055-0869,273.387,100.691,0,4313,0,65535
0034-0056-0990,457.627,1780.072,0,22701,0,65535
0035-0001-0023,306.075,341.438,0,5483,0,65535
0035-0002-0028,230.299,7317.91,0,35098,0,65535
0035-0003-0028,231.36,549.263,0,7240,0,65535
0035-0004-0036,240.275,457.989,0,8583,0,65535
0035-0005-0338,1376.912,34030.277,4140,54520,0,65535
0035-0006-0374,418.359,30464.691,3073,53900,0,65535
0035-0007-0438,312.443,7247.776,0,20153,0,65535
0035-0008-0486,235.818,1719.479,0,16537,0,65535
0035-0009-0516,542.317,9915.221,0,60168,0,65535
0035-0010-0603,205.253,3142.025,0,19017,0,65535
0035-0011-0633,162.801,7273.085,0,24010,0,65535
0035-0012-0694,289.519,5679.217,0,16710,0,65535
0036-0001-0055,270.628,1.274,0,525,0,65535
0036-0002-0053,258.317,10.723,0,1144,0,65535
0036-0003-0046,273.812,12.819,0,1317,0,65535
0036-0004-0075,282.302,14.745,0,2660,0,65535
0036-0005-0071,262.35,0,0,0,0,65535
0036-0006-0146,459.961,1117.317,0,40195,0,65535
0036-0007-0148,201.008,2890.709,0,14437,0,65535
0036-0008-0162,321.357,2.145,0,766,0,65535
0036-0009-0215,271.901,32.358,0,1489,0,65535
0036-0010-0268,468.452,116.407,0,2384,0,65535
0036-0011-0274,421.543,487.654,0,5070,0,65535
0036-0012-0277,558.236,2.854,0,1627,0,65535
0036-0013-0274,260.652,0,0,0,0,65535
0036-0014-0287,313.928,293.893,0,5242,0,65535
0036-0015-0379,479.064,910.965,0,5346,0,65535
0036-0016-0438,554.84,5285.621,0,28314,0,65535
0036-0017-0467,222.87,2069.739,0,8514,0,65535
0036-0018-0479,435.127,1981.719,0,9099,0,65535
0036-0019-0473,314.99,399.809,0,7618,0,65535
0036-0020-0520,561.633,72.554,0,2625,0,65535
0036-0021-0507,396.709,3044.396,0,15401,0,65535
0036-0022-0528,383.549,2467.977,0,12405,0,65535
0036-0023-0554,207.588,3849.943,0,10339,0,65535
0036-0024-0571,488.192,1967.606,0,9375,0,65535
0036-0025-0631,351.286,2.146,0,697,0,65535
0036-0026-0625,276.359,43.981,0,1764,0,65535
0036-0027-0631,372.511,1232.013,0,8652,0,65535
0036-0028-0636,251.949,1323.335,0,9547,0,65535
0036-0029-0714,770.918,1922.352,0,13094,0,65535
0036-0030-0724,688.138,6191.555,0,29141,0,65535
0036-0031-0743,299.707,782.547,0,16744,0,65535
0036-0032-0751,218.413,1160.872,0,7722,0,65535
0036-0033-0762,383.549,0,0,0,0,65535
0036-0034-0772,399.256,4959.679,0,17915,0,65535
0036-0035-0787,325.815,3.279,0,1179,0,65535
0036-0036-0795,284,1009.657,0,7343,0,65535
0036-0037-0811,167.683,1137.395,0,6000,0,65535
0036-0038-0860,485.432,91.483,0,3314,0,65535
0036-0039-0865,525.124,105.711,0,3865,0,65535
0036-0040-0883,372.299,10.334,0,1592,0,65535
0036-0041-0916,407.746,1933.822,0,11269,0,65535
0036-0042-0936,603.235,6393.81,0,19705,0,65535
0036-0043-0928,442.768,13290.551,0,40195,0,65535
0036-0044-0928,116.105,0,0,0,0,65535
0036-0045-0959,324.329,1321.851,0,7205,0,65535
0036-0046-0969,308.834,306.735,0,4760,0,65535
0036-0047-0984,379.728,1317.98,0,11406,0,65535
0036-0048-0969,233.483,5527.211,0,20119,0,65535
0036-0049-0995,298.646,0,0,0,0,65535
0036-0050-0995,220.535,647.825,0,5070,0,65535
0036-0051-1007,413.265,5772.2,0,16882,0,65535
0036-0052-1017,225.629,683.854,0,5380,0,65535
0036-0053-1020,301.405,395.917,0,4244,0,65535
0037-0001-0030,470.574,328.297,0,4347,0,65535
0037-0002-0051,282.939,0.135,0,180,0,65535
0037-0003-0048,255.345,2.057,0,972,0,65535
0037-0004-0039,108.039,0.422,0,215,0,65535
0037-0005-0072,289.943,20.992,0,2832,0,65535
0037-0006-0068,265.109,0.454,0,559,0,65535
0037-0007-0096,286.123,0.389,0,525,0,65535
0037-0008-0142,447.438,1074.118,0,6379,0,65535
0037-0009-0174,639.319,928.589,0,7653,0,65535
0037-0010-0158,329.211,1.99,0,594,0,65535
0037-0011-0212,284.849,112.278,0,2556,0,65535
0037-0012-0233,222.021,1251.877,0,8824,0,65535
0037-0013-0264,471.635,70.269,0,3038,0,65535
0037-0014-0273,569.486,5.045,0,1420,0,65535
0037-0015-0271,275.298,3.071,0,1730,0,65535
0037-0016-0276,358.502,379.183,0,6207,0,65535
0037-0017-0283,324.329,277.155,0,4313,0,65535
0037-0018-0307,314.99,1.76,0,490,0,65535
0037-0019-0347,253.435,696.77,0,6069,0,65535
0037-0020-0375,489.253,864.745,0,4932,0,65535
0037-0021-0469,324.541,976.412,0,9995,0,65535
0037-0022-0526,440.434,3026.939,0,12990,0,65535
0037-0023-0554,110.798,4523.58,0,9926,0,65535
0037-0024-0567,500.29,2494.758,0,11200,0,65535
0037-0025-0628,327.937,3.189,0,1007,0,65535
0037-0026-0621,289.943,848.414,0,4347,0,65535
0037-0027-0630,272.114,915.479,0,6723,0,65535
0037-0028-0633,234.332,1343.034,0,9030,0,65535
0037-0029-0670,248.978,3813.616,0,11165,0,65535
0037-0030-0697,496.045,1.847,0,1144,0,65535
0037-0031-0694,471.635,555.288,0,8169,0,65535
0037-0032-0706,470.574,3935.226,0,19774,0,65535
0037-0033-0720,688.562,7976.028,0,33962,0,65535
0037-0034-0708,359.139,1.457,0,559,0,65535
0037-0035-0725,295.674,4533.555,0,9547,0,65535
0037-0036-0741,278.906,372.18,0,4106,0,65535
0037-0037-0747,219.262,2651.052,0,10752,0,65535
0037-0038-0758,380.153,0.178,0,318,0,65535
0037-0039-0766,390.129,8054.166,0,24354,0,65535
0037-0040-0779,394.586,94.456,0,3245,0,65535
0037-0041-0791,277.632,1657.164,0,7963,0,65535
0037-0042-0812,423.241,1265.355,0,8479,0,65535
0037-0043-0814,307.985,466.711,0,5242,0,65535
0037-0044-0805,176.173,2934.392,0,8548,0,65535
0037-0045-0855,495.408,437.211,0,5139,0,65535
0037-0046-0859,534.676,487.296,0,6275,0,65535
0037-0047-0878,326.239,928.845,0,6585,0,65535
0037-0048-0915,409.656,1259.424,0,9547,0,65535
0037-0049-0934,675.402,5398.291,0,25422,0,65535
0037-0050-0968,528.733,146.491,0,3693,0,65535
0037-0051-0981,375.271,1701.831,0,12164,0,65535
0037-0052-0996,360.625,210.922,0,3383,0,65535
0037-0053-1021,236.03,83.641,0,2074,0,65535
0037-0054-1026,144.123,629.433,0,5070,0,65535
0038-0001-0048,463.782,517,0,4381,0,65535
0038-0002-0068,252.162,0,0,0,0,65535
0038-0003-0090,281.878,35.377,0,1937,0,65535
0038-0004-0086,278.906,0.875,0,352,0,65535
0038-0005-0116,289.094,2.252,0,525,0,65535
0038-0006-0159,442.768,715.027,0,5380,0,65535
0038-0007-0193,641.229,1070.737,0,9099,0,65535
0038-0008-0176,319.023,0.074,0,111,0,65535
0038-0009-0191,536.586,0.459,0,456,0,65535
0038-0010-0230,278.906,88.849,0,2522,0,65535
0038-0011-0252,233.907,1468.31,0,9650,0,65535
0038-0012-0281,461.659,21.133,0,1351,0,65535
0038-0013-0292,553.354,4.958,0,1282,0,65535
0038-0014-0289,266.171,3.923,0,1317,0,65535
0038-0015-0295,362.111,468.013,0,6654,0,65535
0038-0016-0301,302.891,267.221,0,5311,0,65535
0038-0017-0325,337.277,12.021,0,2660,0,65535
0038-0018-0365,248.341,922.271,0,6069,0,65535
0038-0019-0393,474.395,693.095,0,5311,0,65535
0038-0020-0487,338.975,908.658,0,9547,0,65535
0038-0021-0553,579.462,2909.32,0,12405,0,65535
0038-0022-0586,506.021,2147.154,0,9857,0,65535
0038-0023-0628,224.78,217.743,0,3831,0,65535
0038-0024-0645,340.036,1.208,0,697,0,65535
0038-0025-0638,300.768,892.634,0,5415,0,65535
0038-0026-0646,257.892,956.347,0,6758,0,65535
0038-0027-0651,239.638,1016.394,0,8789,0,65535
0038-0028-0665,380.577,609.475,0,9271,0,65535
0038-0029-0686,281.241,3802.949,0,10924,0,65535
0038-0030-0715,505.597,9.169,0,2694,0,65535
0038-0031-0712,486.493,727.521,0,10408,0,65535
0038-0032-0724,469.301,3964.644,0,18466,0,65535
0038-0033-0739,691.746,7432.583,0,33273,0,65535
0038-0034-0727,357.653,5.113,0,1248,0,65535
0038-0035-0742,305.863,4403.585,0,9203,0,65535
0038-0036-0765,227.54,2516.784,0,10477,0,65535
0038-0037-0777,382.275,0,0,0,0,65535
0038-0038-0785,407.746,7827.877,0,24148,0,65535
0038-0039-0798,409.02,107.264,0,3727,0,65535
0038-0040-0810,287.396,1400.792,0,8617,0,65535
0038-0041-0830,444.042,1523.36,0,10132,0,65535
0038-0042-0831,329.635,548.482,0,6448,0,65535
0038-0043-0823,172.99,2920.09,0,8686,0,65535
0038-0044-0873,507.082,397.294,0,5105,0,65535
0038-0045-0877,541.468,444.215,0,5828,0,65535
0038-0046-0896,330.697,1188.747,0,7412,0,65535
0038-0047-0947,513.45,2.199,0,835,0,65535
0038-0048-0985,537.435,229.764,0,4519,0,65535
0038-0049-0999,385.459,1420.457,0,12164,0,65535
0038-0050-1012,363.172,313.823,0,5483,0,65535
0039-0001-0027,339.612,906.018,0,5415,0,65535
0039-0002-0015,154.099,569.394,0,5828,0,65535
0039-0003-0030,209.922,0.391,0,387,0,65535
0039-0004-0048,247.067,169.377,0,5449,0,65535
0039-0005-0074,346.404,103.271,0,2522,0,65535
0039-0006-0110,242.822,137.187,0,3486,0,65535
0039-0007-0120,326.452,0,0,0,0,65535
0039-0008-0151,367.205,44.539,0,2488,0,65535
0039-0009-0159,440.009,1052.537,0,5931,0,65535
0039-0010-0164,462.508,157.096,0,6792,0,65535
0039-0011-0188,444.891,252.115,0,3968,0,65535
0039-0012-0183,345.13,486.33,0,3624,0,65535
0039-0013-0197,427.698,337.888,0,3658,0,65535
0039-0014-0207,243.671,729.159,0,65535,0,65535
0039-0015-0254,250.039,78.474,0,2935,0,65535
0039-0016-0261,296.736,2505.243,0,9650,0,65535
0039-0017-0268,296.099,54.352,0,3176,0,65535
0039-0018-0263,237.304,1180.265,0,5621,0,65535
0039-0019-0270,215.441,1507.176,0,5656,0,65535
0039-0020-0275,248.765,2490.601,0,8996,0,65535
0039-0021-0280,219.049,319.268,0,3624,0,65535
0039-0022-0286,299.707,1343.029,0,6723,0,65535
0039-0023-0290,371.026,750.3,0,6000,0,65535
0039-0024-0313,306.499,0.249,0,249,0,65535
0039-0025-0308,140.939,25.435,0,2419,0,65535
0039-0026-0326,240.487,284.323,0,3417,0,65535
0039-0027-0328,211.408,237.202,0,3348,0,65535
0039-0028-0337,353.408,1262.204,0,7653,0,65535
0039-0029-0336,281.665,516.313,0,6448,0,65535
0039-0030-0347,214.804,343.123,0,21221,0,65535
0039-0031-0357,348.951,422.106,0,4554,0,65535
0039-0032-0361,367.842,1015.507,0,6310,0,65535
0039-0033-0377,190.819,48.905,0,3038,0,65535
0039-0034-0387,280.179,4.552,0,1076,0,65535
0039-0035-0395,383.336,1482.262,0,11682,0,65535
0039-0036-0399,240.487,53.938,0,1799,0,65535
0039-0037-0406,193.579,24.831,0,2625,0,65535
0039-0038-0412,280.179,60.14,0,5587,0,65535
0039-0039-0430,209.922,1.34,0,835,0,65535
0039-0040-0436,352.559,222.187,0,3107,0,65535
0039-0041-0442,301.193,118.592,0,2970,0,65535
0039-0042-0452,436.613,1174.371,0,5587,0,65535
0039-0043-0450,311.594,2557.685,0,12922,0,65535
0039-0044-0463,224.568,686.959,0,4932,0,65535
0039-0045-0468,265.109,7.684,0,1007,0,65535
0039-0046-0473,283.788,79.031,0,3142,0,65535
0039-0047-0483,180.419,161.711,0,3693,0,65535
0039-0048-0490,244.945,0.767,0,559,0,65535
0039-0049-0496,226.266,86.39,0,1799,0,65535
0039-0050-0510,349.588,344.194,0,6620,0,65535
0039-0051-0575,606.843,3753.016,0,13438,0,65535
0039-0052-0558,397.558,314.527,0,3521,0,65535
0039-0053-0575,209.286,44.489,0,1558,0,65535
0039-0054-0585,281.665,97.976,0,3348,0,65535
0039-0055-0610,333.668,812.791,0,7653,0,65535
0039-0056-0613,424.09,650.51,0,5070,0,65535
0039-0057-0697,254.921,33.369,0,2074,0,65535
0039-0058-0724,297.16,782.074,0,5208,0,65535
0039-0059-0726,224.144,330.869,0,7343,0,65535
0039-0060-0734,501.351,0.32,0,628,0,65535
0039-0061-0733,308.834,585.838,0,3589,0,65535
0039-0062-0746,358.502,124.11,0,3038,0,65535
0039-0063-0754,411.354,451.166,0,4829,0,65535
0039-0064-0797,267.869,137.101,0,2625,0,65535
0039-0065-0804,323.055,537.572,0,4829,0,65535
0039-0066-0801,295.674,757.103,0,8169,0,65535
0039-0067-0807,291.217,7.453,0,1764,0,65535
0039-0068-0827,198.885,3837.895,0,9719,0,65535
0039-0069-0847,458.263,346.937,0,3899,0,65535
0039-0070-0848,287.821,121.726,0,3555,0,65535
0039-0071-0863,304.801,2515.946,0,8376,0,65535
0039-0072-0879,330.484,1181.303,0,6379,0,65535
0039-0073-0883,366.993,65.909,0,2178,0,65535
0039-0074-0886,280.392,96.792,0,3348,0,65535
0039-0075-0925,353.62,637.677,0,6585,0,65535
0039-0076-0945,290.792,92.409,0,3934,0,65535
0039-0077-0963,261.713,499.232,0,5036,0,65535
0039-0078-0974,284.849,1635.676,0,8169,0,65535
0039-0079-0990,298.646,103.341,0,4760,0,65535
0039-0080-0994,266.383,2.562,0,835,0,65535
0039-0081-0995,287.184,91.647,0,2591,0,65535
0039-0082-1006,383.973,68.197,0,2970,0,65535
0039-0083-1003,231.36,151.558,0,5346,0,65535
0040-0001-0016,170.867,3025.216,0,10855,0,65535
0040-0002-0048,253.86,610.079,0,6999,0,65535
0040-0003-0082,269.567,1324.807,0,9960,0,65535
0040-0004-0089,269.567,682.104,0,5415,0,65535
0040-0005-0117,235.393,1826.369,0,9271,0,65535
0040-0006-0130,439.16,2844.668,0,9650,0,65535
0040-0007-0137,252.374,1588.639,0,12440,0,65535
0040-0008-0147,213.318,1098.081,0,11820,0,65535
0040-0009-0157,295.462,2172.544,0,8583,0,65535
0040-0010-0191,381.426,1210.912,0,7205,0,65535
0040-0011-0206,318.386,2315.579,0,10063,0,65535
0040-0012-0246,269.354,235.442,0,4519,0,65535
0040-0013-0265,403.501,258.158,0,6448,0,65535
0040-0014-0300,441.283,337.598,0,5036,0,65535
0040-0015-0310,525.549,2635.642,0,11338,0,65535
0040-0016-0310,469.088,3430.88,0,15780,0,65535
0040-0017-0320,437.462,1043.949,0,8445,0,65535
0040-0018-0332,422.392,9.208,0,4726,0,65535
0040-0019-0337,240.275,2136.671,0,10442,0,65535
0040-0020-0347,276.147,93.644,0,3796,0,65535
0040-0021-0346,265.746,174.656,0,5208,0,65535
0040-0022-0379,320.933,354.886,0,3727,0,65535
0040-0023-0400,444.254,474.938,0,7791,0,65535
0040-0024-0401,370.177,543.692,0,5724,0,65535
0040-0025-0410,475.668,1981.944,0,12543,0,65535
0040-0026-0414,429.396,718.013,0,5552,0,65535
0040-0027-0436,342.795,703.087,0,5621,0,65535
0040-0028-0442,340.885,347.017,0,4485,0,65535
0040-0029-0508,340.248,3537.357,0,25697,0,65535
0040-0030-0503,256.194,120.774,0,3934,0,65535
0040-0031-0528,383.761,2743.866,0,15126,0,65535
0040-0032-0531,360.2,1970.603,0,16331,0,65535
0040-0033-0526,278.694,170.819,0,4003,0,65535
0040-0034-0533,383.124,1698.565,0,9685,0,65535
0040-0035-0608,293.976,1499.022,0,10477,0,65535
0040-0036-0613,292.915,747.71,0,4106,0,65535
0040-0037-0614,305.65,48.153,0,4072,0,65535
0040-0038-0638,367.629,972.853,0,7997,0,65535
0040-0039-0673,489.89,891.813,0,9030,0,65535
0040-0040-0682,277.208,123.4,0,4072,0,65535
0040-0041-0715,343.644,23.078,0,3762,0,65535
0040-0042-0731,528.945,786.752,0,6448,0,65535
0040-0043-0748,378.879,3407.778,0,11889,0,65535
0040-0044-0770,364.87,607.553,0,9891,0,65535
0040-0045-0791,277.208,676.021,0,9581,0,65535
0040-0046-0793,296.948,860.737,0,9168,0,65535
0040-0047-0801,340.461,2393.458,0,13679,0,65535
0040-0048-0824,405.411,214.719,0,6379,0,65535
0040-0049-0830,368.478,738.027,0,6138,0,65535
0040-0050-0833,331.546,265.531,0,5070,0,65535
0040-0051-0857,493.073,3100.973,0,15504,0,65535
0040-0052-0859,400.317,439.123,0,5931,0,65535
0040-0053-0865,379.516,278.164,0,5587,0,65535
0040-0054-0876,424.727,247.889,0,5931,0,65535
0040-0055-0902,303.74,41.952,0,3280,0,65535
0040-0056-0912,288.67,103.091,0,6930,0,65535
0040-0057-0940,361.899,523.638,0,6930,0,65535
0040-0058-0979,325.39,1943.36,0,7963,0,65535
0040-0059-0997,367.417,1030.039,0,7722,0,65535
0040-0060-0998,278.694,497.852,0,6379,0,65535
0040-0061-1016,378.667,752.635,0,10029,0,65535
0040-0062-1018,237.728,0,0,0,0,65535
0041-0001-0032,281.878,0.349,0,387,0,65535
0041-0002-0038,223.931,40.904,0,3176,0,65535
0041-0003-0049,527.884,78.865,0,3004,0,65535
0041-0004-0066,307.561,2545.145,0,8789,0,65535
0041-0005-0088,282.09,433.825,0,5862,0,65535
0041-0006-0086,232.422,194.044,0,6034,0,65535
0041-0007-0109,257.892,452.464,0,5449,0,65535
0041-0008-0118,322.843,2486.034,0,11682,0,65535
0041-0009-0111,219.898,762.193,0,8927,0,65535
0041-0010-0143,336.215,48.987,0,2556,0,65535
0041-0011-0152,311.806,320.494,0,4140,0,65535
0041-0012-0151,303.316,251.92,0,3796,0,65535
0041-0013-0175,465.905,3593.342,0,14230,0,65535
0041-0014-0178,337.064,181.475,0,3073,0,65535
0041-0015-0174,243.034,468.066,0,5070,0,65535
0041-0016-0183,308.834,386.079,0,4450,0,65535
0041-0017-0193,375.483,588.339,0,7687,0,65535
0041-0018-0220,250.888,5.072,0,1144,0,65535
0041-0019-0229,264.048,215.391,0,5656,0,65535
0041-0020-0257,290.792,383.225,0,3899,0,65535
0041-0021-0298,298.221,2435.92,0,8617,0,65535
0041-0022-0315,279.543,1234,0,7963,0,65535
0041-0023-0315,223.931,751.709,0,6138,0,65535
0041-0024-0346,475.456,239.18,0,6585,0,65535
0041-0025-0335,350.224,1437.788,0,9822,0,65535
0041-0026-0339,291.429,0.106,0,146,0,65535
0041-0027-0400,358.927,776.707,0,7928,0,65535
0041-0028-0446,553.142,4461.969,0,11682,0,65535
0041-0029-0466,600.051,109.672,0,6551,0,65535
0041-0030-0488,712.123,204.307,0,7446,0,65535
0041-0031-0496,636.984,1457.304,0,9134,0,65535
0041-0032-0520,535.1,1275.562,0,7412,0,65535
0041-0033-0549,401.166,650.713,0,5518,0,65535
0041-0034-0576,286.972,1104.689,0,6207,0,65535
0041-0035-0580,299.283,10.904,0,2005,0,65535
0041-0036-0583,318.174,387.709,0,4760,0,65535
